Afrika	Africa
Long Xuyen	Long Xuyen
My Tho	Mỹ Tho
Buon Ma Thuot	Buôn Ma Thuột
Nanoq	Ursus maritimus
Kasjubiskisut	Lingua casciuba
Tel Aviv	Tel Aviv
Nice	Nizza
Valparaíso	Valparaíso
Georges Seurat	Georges Seurat
Imermiutarsuaq	Hippopotamus amphibius
Kyoto	Kyoto
Siissisoq	Rhinocerotidae
Grækerit oqaluttuatoqqanik	Mitologia greca
Inooqatigiinnik ilisimatusarneq	Scienze sociali
Tequixquiac	Tequixquiac
Luxembourg	Lussemburgo (disambigua)
Kuwait Illoqarfik	Madinat al-Kuwait
Medina	Medina
Afrodite	Afrodite
Tuttorpak	Alces alces
Osaka	Osaka
Bayda	Beida
Izmir	Smirne
Lviv	Leopoli
Qui Nhon	Qui Nhon
Rach Gia	Rach Gia
Hue	Huế
Thanh Hoa	Thanh Hóa
Puerto Montt	Puerto Montt
Calgary	Calgary
Allaq	Ursus arctos
Kurdiskisut	Lingua curda
Maorimiutut	Lingua māori
Karaj	Karaj
Ben Tre	Ben Tre
Aasaanerani nalunaaqqutaq	Ora legale
Rauma	Rauma (Finlandia)
Pop (Nipilersoriaaseq)	Musica leggera
Auckland	Auckland
Mariupol	Mariupol'
Lublin	Lublino
Paul Gauguin	Paul Gauguin
Sapporo	Sapporo
Yokohama	Yokohama
Angers	Angers
Turku	Turku
Adana	Adana
Iganeq	Cottura
Bodø	Bodø
Tuttu	Rangifer tarandus
Eyjafjallajökull (innermik anitsisartoq)	Eyjafjallajökull
Radio Studio 54 Network	Radio Studio 54 Network
Ágreda	Ágreda
Pierre-Auguste Renoir	Pierre-Auguste Renoir
Bursa	Bursa
Benghazi	Bengasi
Tampere	Tampere
Aaveq	Odobenus rosmarus
Mariah Carey	Mariah Carey
Skizofrenii	Schizofrenia
Aleppo	Aleppo
Bydgoszcz	Bydgoszcz
Johannes Vermeer	Jan Vermeer
Ulsan	Ulsan
Gwangju	Gwangju
Edvard Munch	Edvard Munch
Mykolaiv	Mykolaïv
Świnoujście	Świnoujście
Haifa	Haifa
Stewart Island	Isola Stewart
Beersheba	Be'er Sheva
Reims	Reims
Talcahuano	Talcahuano
Isfahan	Esfahan
Seongnam	Seongnam
Clermont-Ferrand	Clermont-Ferrand
Tunnullit	Balaenoptera musculus
Kharkiv	Charkiv
Iron Maiden	Iron Maiden
Saint-Étienne	Saint-Étienne
Nîmes	Nîmes
Le Havre	Le Havre
Harbin	Harbin
Donetsk	Donec'k
Toulon	Tolone
Rawson	Rawson
Río Gallegos	Río Gallegos
Ushuaia	Ushuaia
Viljandi	Viljandi
Zac Efron	Zac Efron
Monte-Carlo	Monte Carlo
Herat	Herat
Kandahar	Kandahar (città)
Nuna eqqissisimatitaq	Parco nazionale
Edgar Degas	Edgar Degas
Espoo	Espoo
Saint-Denis (Reunion)	Saint-Denis (Riunione)
Oulu	Oulu
Aix-en-Provence	Aix-en-Provence
Anaanap ullua	Festa della mamma
Mittarfik Con Dao	Aeroporto di Côn Đảo
Lucknow	Lucknow
Ilisserut:Commonscat	Template:Commonscat
Basra	Bassora
Dnipropetrovsk	Dnipropetrovs'k
Kobe	Kōbe
Mariehamn	Mariehamn
Porvenir	Porvenir (Cile)
Punta Arenas	Punta Arenas
Chiang Mai	Chiang Mai
Trollhättan	Trollhättan
Borlänge	Borlänge
Landskrona	Landskrona
Nyköping	Nyköping
Alingsås	Alingsås
Värnamo	Värnamo
Monaco-Illoqarfik	Monaco-Ville
Asker	Asker
Bærum	Bærum
Shijiazhuang	Shijiazhuang
Pashtomiutut	Lingua pashtu
Narvik	Narvik
Aappilattoq (Nanortalik)	Aappilattoq (Kujalleq)
Aappilattoq (Upernavik)	Aappilattoq (Qaasuitsup)
Narsarsuaq	Narsarsuaq
Mo i Rana	Mo i Rana
Chihuahua, Chihuahua	Chihuahua (città)
Brandon (Canada)	Brandon (Canada)
Harstad	Harstad
Ålesund	Ålesund
Sissarmiutaq	Calidris maritima
Nordkapp	Nordkapp
Jaipur	Jaipur
Kanpur	Kanpur
Rogier van der Weyden	Rogier van der Weyden
Taiyuan	Taiyuan
Hai Phong	Haiphong
Dalian	Dalian
Christchurch	Christchurch
Uranusi (guuti)	Urano (mitologia)
Coronel Fabriciano	Coronel Fabriciano
Daugavpils	Daugavpils
Tabriz	Tabriz
Humaniora	Discipline umanistiche
Monterrey, Nuevo León	Monterrey
Baffin Island	Isola di Baffin
Kigutilissuaq	Physeter macrocephalus
Acapulco	Acapulco
Giza	Giza
Royan	Royan
Tyre, Lebanon	Tiro (città)
Temuco	Temuco
Hande Yener	Hande Yener
Henri de Toulouse-Lautrec	Henri de Toulouse-Lautrec
Terianniaq qaqortaq	Alopex lagopus
Advent	Avvento
Mosul	Mossul
Changchun	Changchun
London (Canada)	London (Canada)
Rawalpindi	Rawalpindi
Kimmernaq	Vaccinium vitis-idaea
Chrzanów	Chrzanów (Piccola Polonia)
Gaziantep	Gaziantep
Lillehammer	Lillehammer
Dronning Margrethe II	Margherita II di Danimarca
Narva	Narva (città)
Jan van Eyck	Jan van Eyck
Pärnu	Pärnu
Rovaniemi	Rovaniemi
Hafnarfjörður	Hafnarfjörður
Ventspils	Ventspils
Vadsø	Vadsø
Hamar	Hamar
Ísafjörður	Ísafjörður
Fredrikstad	Fredrikstad
Tønsberg	Tønsberg
Akranes	Akranes
Sarpsborg	Sarpsborg
Gjøvik	Gjøvik
Valmiera	Valmiera
Kunduz	Konduz
Vardø	Vardø
Kongsberg	Kongsberg
Sandefjord	Sandefjord
Moss	Moss
Haugesund	Haugesund
Halden	Halden
Horten	Horten
Kaesong	Kaesŏng
Chongjin	Chongjin
Hamhŭng	Hamhŭng
Wonsan	Wŏnsan
Namp'o	Namp'o
Mwanza	Mwanza
Steinkjer	Steinkjer
Qeqertaq Avannarleq	Isola del Nord
Qeqertaq Kujalleq	Isola del Sud
Mashhad	Mashhad
Oqinninnguaq	Capreolus capreolus
Nattoraliusaq	Avvoltoio
Tijuana	Tijuana
Vaasa	Vaasa
Puebla (Puebla)	Puebla de Zaragoza
Vantaa	Vantaa
Mazar-i-Sharif	Mazar-i Sharif
Luxor	Luxor
Tupaarnaq	Thymus
Homs	Homs
Misrata	Misurata
Shania Twain	Shania Twain
Aden	Aden
Tina Turner	Tina Turner
Qilalugaq qaqortaq	Delphinapterus leucas
Arbil	Arbil
Qipoqqaq	Megaptera novaeangliae
Dunedin	Dunedin
Luhansk	Luhans'k
Port Said	Porto Said
Suez	Suez
Jyväskylä	Jyväskylä
Šiauliai	Comune urbano di Šiauliai
Eilat	Eilat
Hiiumaa	Hiiumaa
Ellesmere Island	Isola di Ellesmere
Zapopan	Zapopan
Zarqa	Zarqa
Puisi	Erignathus barbatus
Mittarfik Pleiku	Aeroporto di Pleiku
Joan Miró	Joan Miró
Afula	Afula
Bnei Brak	Bnei Brak
Tanga, Tanzania	Tanga (città)
Shinji Kagawa	Shinji Kagawa
Larvik	Larvik
Sinuiju	Sinŭiju
Kronprinsesse Victoria Sverige'mit	Vittoria di Svezia
Makiivka	Makiïvka
Kryvyi Rih	Kryvyj Rih
Vinnytsia	Vinnycja
Zaporizhzhia	Zaporižžja
Ramallah	Ramallah
Qilalugaq qernertaq	Monodon monoceros
Mittarfik Phu Bai	Aeroporto internazionale di Phu Bai
Dammam	Dammam
Valdivia	Valdivia
Pachuca de Soto	Pachuca
Kuopio	Kuopio
Sidon	Sidone
Kópavogur	Kópavogur
Kawasaki (Kanagawa)	Kawasaki (Kanagawa)
Mittarfik Lien Khuong	Aeroporto di Lien Khuong
Mérida, Yucatán	Mérida (Messico)
Frans Hals	Frans Hals
Liepāja	Liepāja
Najaf	Najaf
Hebron	Hebron
Tripoli, Lebanon	Tripoli (Libano)
Jinan	Jinan
Qingdao	Tsingtao
Mittarfik Can Tho	Aeroporto di Cần Thơ
Gran Concepcion	Gran Concepción
Santa Cruz de la Sierra	Santa Cruz de la Sierra
Keflavík	Keflavík
Pattaya	Pattaya
Ashdod	Ashdod
Nanchang	Nanchang
Nerlernaq	Anser albifrons
Santiago de Querétaro	Santiago de Querétaro
Veracruz, Veracruz	Veracruz
Kirkuk	Kirkuk
Hama	Hama
Roxette	Roxette
Faisalabad	Faisalabad
Arfivik	Balaena mysticetus
Villa Alemana	Villa Alemana
Kissaviarsuk	Falco rusticolus
Toamasina	Toamasina
Peeqin	Pevek
Surtsey	Surtsey
Qajaq	Kayak
Jelgava	Jelgava
Pori	Pori (Finlandia)
Rēzekne	Rēzekne
Lappeenranta	Lappeenranta
Windsor (Canada)	Windsor (Ontario)
Umimmak	Ovibos moschatus
Kalaallit erfalasuat	Bandiera della Groenlandia
Multan	Multan
Quetta	Quetta
Garðabær	Garðabær
Joensuu	Joensuu
Devon Island	Isola di Devon
Vestmannaeyjar	Vestmannaeyjar
Carl Larsson	Carl Larsson
SAS Scandinavian Airlines System	Scandinavian Airlines
Safed	Safad
León (Guanajuato)	León (Messico)
Hermosillo	Hermosillo
Utena	Utena
Katekismus	Catechismo
Klaksvík	Klaksvík
Joe Cocker	Joe Cocker
Horsens	Horsens
Tuullik	Gavia immer
Mikkeli	Mikkeli
Petah Tikva	Petah Tiqwa
Abha	Abha
Ilulissat	Ilulissat
Jēkabpils	Jēkabpils
Rakvere	Rakvere
Kotka	Kotka
Holon	Holon
Netanya	Netanya
Ivan Sjisjkin	Ivan Ivanovič Šiškin
Porvoo	Porvoo
Irbid	Irbid
Łobez	Łobez
Hamilton ( New Zealand)	Hamilton (Nuova Zelanda)
Latakia	Laodicea (Siria)
Aguascalientes, Aguascalientes	Aguascalientes
Rishon LeZion	Rishon LeZion
Yungay (Chile)	Yungay (Cile)
Clyde River, Nunavut	Clyde River
Kohtla-Järve	Kohtla-Järve
Tikaagullit	Balaenoptera acutorostrata
Hämeenlinna	Hämeenlinna
Georges de la Tour	Georges de La Tour
Napier	Napier
Mittarfik Phu Quoc	Aeroporto di Phú Quốc
Saint John (New Brunswick)	Saint John (Canada)
San Luis Potosí, San Luis Potosí	San Luis Potosí (città)
Kouvola	Kouvola
Qaarsut	Qaarsut
Nelson (New Zealand)	Nelson (Nuova Zelanda)
Niisarnaq	Globicephala melas
Kuanneq	Angelica archangelica
Sillamäe	Sillamäe
Southampton Island , Nunavut	Isola di Southampton
Hyvinkää	Hyvinkää
Émile Friant	Émile Friant
Tauranga	Tauranga
Ivan Kramskoi	Ivan Nikolaevič Kramskoj
Miteq sujorakitsoq	Somateria spectabilis
Kokkola	Kokkola
Prince of Wales Island, Nunavut	Isola Principe di Galles (Canada)
Sisimiut	Sisimiut
Järvenpää	Järvenpää
Soluna Samay	Soluna Samay
Rotorua	Distretto di Rotorua
Toluca	Toluca
Kirkenes	Kirkenes
Ciudad Nezahualcóyotl	Ciudad Nezahualcóyotl
Salo	Salo
Aasiaat	Aasiaat
Culiacán	Culiacán
Prinsesse Madeleine Sverige'mit	Maddalena di Svezia
Serfaq	Cepphus grylle
Palmerston North	Palmerston North
Østjerusalem	Gerusalemme Est
O'Hare International Airport	Aeroporto Internazionale di Chicago-O'Hare
John Bauer	John Bauer (pittore)
Nablus	Nablus
Kisumu	Kisumu
Lohja	Lohja
Can Tho	Cần Thơ
Levanger	Levanger
Aarluarsuk	Lagenorhynchus acutus
Issittup amarua	Canis lupus arctos
Jens Fink-Jensen	Jens Fink-Jensen
Mahajanga	Mahajanga
Húsavík	Húsavík
Miluumasunik inungasunik ilisimatusarneq	Primatologia
Naucalpan	Naucalpan de Juárez
Qaqortoq	Qaqortoq
Ramla	Ramla
Qaanaaq	Qaanaaq
Nunarput utoqqarsuanngoravit	Nunarput utoqqarsuanngoravit
Mombasa	Mombasa
Al Ain	Al-'Ayn
Öland	Öland
Morogoro	Morogoro
Gujranwala	Gujranwala
Khulna	Khulna
Changwon	Changwon
Tabuk, Saudi Arabia	Tabuk (città)
Kigoma	Kigoma
Air Iceland	Air Iceland
Kangaamiut	Kangaamiut
Buraidah	Burayda
Gray (Franche-Comté)	Gray (Francia)
Alluitsup-Paa	Alluitsup Paa
Shubra El-Kheima	Shubra El-Khema
Al Hudaydah	Al-Hudayda
Abbotsford	Abbotsford
Moshi	Moshi
Grise Fiord, Nunavut	Grise Fiord
Kimmirut, Nunavut	Kimmirut
Upernavik	Upernavik
Qaqullunnaq	Puffinus gravis
Hans Enoksen	Hans Enoksen
Al-Rayyan	Ar Rayyan
Bahawalpur	Bahawalpur
Illoqqortoormiut	Ittoqqortoormiit
Eldoret	Eldoret
Rajshahi	Rajshahi
Status Quo	Status Quo
Safri Duo	Safri Duo
Kiryat Shmona	Kiryat Shmona
Mbeya	Mbeya
Peder Severin Krøyer	Peder Severin Krøyer
Dawson City, Yukon	Dawson City
Jeddah	Gedda (Arabia Saudita)
Aappilattoq	Aappilattoq
Chittagong	Chittagong
Nyeri	Nyeri
Bartholomeus van der Helst	Bartholomeus van der Helst
Vilhelm Hammershøi	Vilhelm Hammershøi
Dirck van Baburen	Dirck van Baburen
Jonathan Motzfeldt	Jonathan Motzfeldt
Dosouq	Disuq
Marstrand	Marstrand
Air Greenland	Air Greenland
Nazareth	Nazaret
Narsaq	Narsaq
Alytus	Alytus
Ta'izz	Ta'izz
Sylhet	Sylhet
Sara Takanashi	Sara Takanashi
Per Kirkeby	Per Kirkeby
Lars-Emil Johansen	Lars Emil Johansen
Ammassivik	Ammassivik
Paramore	Paramore
Tczew	Tczew
Qeqqata Kommunia	Qeqqata
Mittarfik Tan Son Nhat	Aeroporto Internazionale Tan Son Nhat
Kommune Kujalleq	Kujalleq
William-Adolphe Bouguereau	William-Adolphe Bouguereau
Vågan	Vågan
Tanchon	Tanch'ŏn
Jan de Bray	Jan de Bray
Paamiut	Paamiut
Francis Rossi	Francis Rossi
Annoraaq	Anorak
Nuussuaq (Upernavik)	Nuussuaq
Gulu	Gulu
Antsirabe	Antsirabe
Atammik	Atammik
Kulusuk	Kulusuk
Nurmijärvi	Nurmijärvi
Bukan	Bukan
Vestmanna	Vestmanna
Kangaatsiaq	Kangaatsiaq
Kisitsisinik ilinniarneq	Calcolo (matematica)
Seyðisfjörður	Seyðisfjörður (comune)
Pangnirtung	Pangnirtung
Nakhon Ratchasim	Nakhon Ratchasima
Arctic Bay, Nunavut	Arctic Bay
Qaasuitsup Kommunia	Qaasuitsup
Hudiksvall	Hudiksvall
Argir	Argir
Hat Yai	Hat Yai
Reykjanesbær	Reykjanesbær
Coral Harbour, Nunavut	Coral Harbour
Hadsund	Hadsund
Narsarmijit	Narsarmijit
Kullorsuaq	Kullorsuaq
Naalakkersuisut siulittaasuat	Primi ministri della Groenlandia
Rønne	Rønne
Eiði	Eiði
Kommuneqarfik Sermersooq	Sermersooq
Mittarfik Buon Ma Thuot	Aeroporto di Buôn Ma Thuột
Kaechon	Kaech'ŏn
Fuglafjørður	Fuglafjørður
Tasiusaq (Nanortalik)	Tasiusaq (Nanortalik)
Ikerasak	Ikerasak
Barisal	Barisal
Uummannaq	Uummannaq
Atassut	Solidarietà (partito politico)
Vágur	Vágur
Nonthaburi (illoqarfik)	Nonthaburi
Bornholm	Bornholm
Mittarfik Da Nang	Aeroporto Internazionale di Da Nang
Klaipėda	Klaipėda
Kuummiut	Kuummiut
Pigazzano	Pigazzano
Udon Thani	Udon Thani
Leirvík (Savalimmiut)	Leirvík
Surat Thani	Surat Thani
Sandavágur	Sandavágur
Hässleholm	Hässleholm
Qeqertarsuaq	Qeqertarsuaq
Maniitsoq	Maniitsoq
Najorpilik	Brosme brosme
Nanortalik	Nanortalik
Miðvágur	Miðvágur
Sargodha	Sargodha
Summerside (Canada)	Summerside
Ueno-Tokyo Line	Linea Ueno-Tokyo
Khon Kaen	Khon Kaen
Mittarfik Ca Mau	Aeroporto di Cà Mau
Ikiuutit:Ikiuutit	Aiuto:Aiuto
Qeqertarsuatsiaat	Qeqertarsuatsiaat
Meru (Kenya)	Meru (Kenya)
Ivittuut	Ivittuut
Qasigiannguit	Qasigiannguit
Saaremaa	Saaremaa
Uniaaluttuumasoq	Vermilingua
Sermiligaaq	Sermiligaaq
Igaliku	Igaliku
Igloolik	Iglulik
Kapisillit	Kapisillit
Puerto Natales	Puerto Natales
Qassiarsuk	Qassiarsuk
Siorapaluk	Siorapaluk
Kangerlussuaq	Kangerlussuaq (città)
Qassimiut	Qassimiut
Niaqornaarsuk	Niaqornaarsuk
Nakhon Si Thammarat	Nakhon Si Thammarat
Lower Hutt	Lower Hutt
Lira (Uganda)	Lira (Uganda)
Mbale	Mbale
Pond Inlet	Pond Inlet
Sarfannguaq	Sarfannguaq
Vrahovice	Vrahovice
Gotland	Gotland
Peshawar	Peshawar
Ilisimatusarfik	Università della Groenlandia
Cascadia	Cascadia
Qeqertarsuup tunua	Baia di Disko
Mittarfik Nuuk	Aeroporto di Nuuk
Utsunomiya Line	Linea Utsunomiya
Muttrah	Matrah
Namminersornerullutik oqartussat	Home rule
Puerto Williams	Puerto Williams
Druskininkai	Druskininkai
Ammasunik imalik	Contenuto aperto
Salalah	Salalah
Tunu	Tunu
Jaume Plensa	Jaume Plensa
Sumut atassuseq:Tysklandi	Categoria:Germania
Sumut atassuseq:Ruslandi	Categoria:Russia
Sumut atassuseq:Canada	Categoria:Canada
Sumut atassuseq:Spania	Categoria:Spagna
Sumut atassuseq:Kina	Categoria:Cina
Sumut atassuseq:Japani	Categoria:Giappone
Sumut atassuseq:Australia	Categoria:Australia
Sumut atassuseq:Mexiko	Categoria:Messico
Sumut atassuseq:India	Categoria:India
Sumut atassuseq:Saudi Arabia	Categoria:Arabia Saudita
Sumut atassuseq:Israel	Categoria:Israele
Sumut atassuseq:Tyrkia	Categoria:Turchia
Sumut atassuseq:Egypt	Categoria:Egitto
Sumut atassuseq:Iran	Categoria:Iran
Sumut atassuseq:New Zealand	Categoria:Nuova Zelanda
Sumut atassuseq:Argentina	Categoria:Argentina
Sumut atassuseq:Afghanistan	Categoria:Afghanistan
Sumut atassuseq:Bangladesh	Categoria:Bangladesh
Sumut atassuseq:Indonesia	Categoria:Indonesia
Sumut atassuseq:Iraq	Categoria:Iraq
Sumut atassuseq:Pakistan	Categoria:Pakistan
Sumut atassuseq:Poleni	Categoria:Polonia
Sumut atassuseq:Korea Kujalleq	Categoria:Corea del Sud
Sumut atassuseq:Tanzania	Categoria:Tanzania
Sumut atassuseq:Thailandi	Categoria:Thailandia
Sumut atassuseq:Ukraine	Categoria:Ucraina
Sumut atassuseq:Vietnam	Categoria:Vietnam
Sumut atassuseq:Nersut	Categoria:Mammiferi
Sumut atassuseq:Uumaatsulerineq	Categoria:Fisica
Sumut atassuseq:Pinngortitamik ilisimatusarneq	Categoria:Scienze naturali
Sumut atassuseq:Uumassuseqartulerineq	Categoria:Biologia
Sumut atassuseq:Oqaluttuarisaaneq	Categoria:Storia
Sumut atassuseq:Nunavissuaq	Categoria:Geografia
Sumut atassuseq:Upperisarsiorneq	Categoria:Religione
Sumut atassuseq:Timersorneq	Categoria:Sport
Sumut atassuseq:Ilisimatusaatit	Categoria:Scienza
Sumut atassuseq:EU	Categoria:Unione europea
Sumut atassuseq:Attaveqaqatigiinneq	Categoria:Comunicazione
Hyderabad (Pakistan)	Hyderabad (Pakistan)
Salluit, Québec	Salluit
Panevėžys	Panevėžys
Riffa	Riffa (Bahrein)
Sumut atassuseq:Filosofi	Categoria:Filosofia
Arsuk	Arsuk (città)
Itilleq	Itilleq
Innaarsuit	Innaarsuit
Palanga	Palanga
Albert Küchler	Albert Küchler
Tasiusaq (Upernavik)	Tasiusaq (Qaasuitsup)
Qeqertaq (Nunaqarfik)	Qeqertaq
Ukkusissat	Ukkusissat (città)
Kangersuatsiaq	Kangersuatsiaq
Tasiilaq	Tasiilaq
Kaniorlak	Agonus cataphractus
Attu	Attu
Nuna asiilasooq	Nuna asiilasooq
Tasiusaq	Tasiusaq
Saarloq	Saarloq
Ikerasaarsuk	Ikerasaarsuk (Kangaatsiaq)
Eqalugaarsuit	Eqalugaarsuit
Kristian Zahrtmann	Kristian Zahrtmann
Benedicta Boccoli	Benedicta Boccoli
Georg Carl Amdrup	Georg Carl Amdrup
Sumut atassuseq:Naatsut	Categoria:Stub
Sumut atassuseq:Kulturi	Categoria:Cultura
Sumut atassuseq:Humaniora	Categoria:Scienze umanistiche
Sumut atassuseq:Nunarsualerineq	Categoria:Geologia
Ammassalik	Ammassalik Ø
Alanngorsuaq	Alanngorsuaq (colle)
Anna Rita Del Piano	Anna Rita Del Piano
Wikipedia:Administratorit	Wikipedia:Amministratori
Wikipedia:Bot	Wikipedia:Bot
Sumut atassuseq:Politik	Categoria:Politica
Sumut atassuseq:Eqqumiitsuliorneq	Categoria:Arte
Kaunas	Kaunas
Egypt	Egitto
Ilisserut:Bot	Template:Bot
Wikipedia:Wikipedia tassaanngilaq	Wikipedia:Cosa Wikipedia non è
Canada	Canada
Sumut atassuseq:Ungarni	Categoria:Ungheria
Sumut atassuseq:Belgia	Categoria:Belgio
Sumut atassuseq:Cyperni	Categoria:Cipro
Sumut atassuseq:Tjekkia	Categoria:Repubblica Ceca
Sumut atassuseq:Danmarki	Categoria:Danimarca
Sumut atassuseq:Estlandi	Categoria:Estonia
Sumut atassuseq:Finlandi	Categoria:Finlandia
Sumut atassuseq:Grækenlandi	Categoria:Grecia
Sumut atassuseq:Letlandi	Categoria:Lettonia
Sumut atassuseq:Islandi	Categoria:Islanda
Sumut atassuseq:Luxembourg	Categoria:Lussemburgo
Sumut atassuseq:Litaueni	Categoria:Lituania
Sumut atassuseq:Sverige	Categoria:Svezia
Wikipedia:Piginnittussaatitaaneq	Wikipedia:Copyright
Sumut atassuseq:Anbefalet	Categoria:Voci in vetrina
Sumut atassuseq:Europa	Categoria:Europa
Ilisserut:Documentation	Template:Man
Wikipedia:Saqqaa	Portale:Comunità
Sumut atassuseq:User	Categoria:Utenti per lingua
Wikipedia:Maleruaqqusat ileqqussallu	Wikipedia:Raccomandazioni e linee guida
Wikipedia:Kalluunnaveersaartoq	Wikipedia:Punto di vista neutrale
Wikipedia:Oqalliffinni ilanngutanni atsiortarit	Aiuto:Firma
Sung Jae-ki	Sung Jae-gi
Ilisserut:Softredirect	Template:Soft redirect
Ilisserut:Peerli	Template:Cancella subito
Sumut atassuseq:Oqaatsit	Categoria:Lingue
Sumut atassuseq:Wikipedia	Categoria:Wikipedia
Wikipedia:Ilisserutit	Aiuto:Avvisi
Ilisserut:Navbox	Template:Navbox
Ilisserut:Tnavbar	Template:Tnavbar
Ilisserut:Nowrap	Template:Tutto attaccato
Sumut atassuseq:Afrika	Categoria:Africa
Sumut atassuseq:Leksikoni	Categoria:Libro
Sumut atassuseq:Qaammatit	Categoria:Mesi dell'anno
Ilisserut:Babel	Template:Babel
Ilisserut:Commons	Template:Commons
Ilisserut:Stub	Template:S
Ilisserut:User az	Template:Utente az
Ilisserut:User da	Template:Utente da
Ilisserut:User da-1	Template:Utente da-1
Ilisserut:User de	Template:Utente de
Ilisserut:User de-1	Template:Utente de-1
Ilisserut:User el	Template:Utente el
Ilisserut:User es	Template:Utente es
Ilisserut:User de-3	Template:Utente de-3
Ilisserut:User en-3	Template:Utente en-3
Ilisserut:User el-1	Template:Utente el-1
Ilisserut:User en-1	Template:Utente en-1
Ilisserut:User en-2	Template:Utente en-2
Ilisserut:User en-4	Template:Utente en-4
Ilisserut:User fi	Template:Utente fi
Ilisserut:User en-0	Template:Utente en-0
Ilisserut:User en	Template:Utente en
Ilisserut:User de-2	Template:Utente de-2
Ilisserut:User es-1	Template:Utente es-1
Ilisserut:User sk	Template:Utente sk
Ilisserut:User fr-2	Template:Utente fr-2
Ilisserut:User fr	Template:Utente fr
Sumut atassuseq:Asia	Categoria:Asia
Sumut atassuseq:Chile	Categoria:Cile
Sumut atassuseq:User uk	Categoria:Utenti uk
Sumut atassuseq:Amerika Kujalleq	Categoria:America meridionale
Sumut atassuseq:User uk-N	Categoria:Utenti uk-M
Ilisserut:Mod	Template:Mod
Ilisserut:NowCommons	Template:NowCommons
Ilisserut:User sv	Template:Utente sv
Ilisserut:User it	Template:Utente it
Ilisserut:User uk	Template:Utente uk
Ilisserut:Cc-by-sa-3.0	Template:Cc-by-sa-3.0
Ilisserut:Image label	Template:Etichetta immagine
Ilisserut:Infoboks musiker	Template:Artista musicale
Ilisserut:Infobox Country	Template:Stato
Ilisserut:Anbefalet	Template:Vetrina
Sumut atassuseq:User en-4	Categoria:Utenti en-4
Sumut atassuseq:User en	Categoria:Utenti en
Sumut atassuseq:User zh	Categoria:Utenti zh
Sumut atassuseq:User en-2	Categoria:Utenti en-2
Sumut atassuseq:Nerisassat imigassallu	Categoria:Alimentazione
Ilisserut:,	Template:,
Sumut atassuseq:Nunaateqarneq	Categoria:Agricoltura
Ilisserut:User ru	Template:Utente ru
Sumut atassuseq:Palæstina	Categoria:Palestina
Ilisserut:USAp præsidentii	Template:PresidentiUSA
Ilisserut:Ulloq ukiuilu	Template:Calcola età
Ilisserut:MONTHNAME	Template:MONTHNAME
Ilisserut:Image label end	Template:Etichetta immagine fine
Ilisserut:Savalimmiut	Template:FRO
Ilisserut:Canada	Template:CAN
Ilisserut:Danmarki	Template:DNK
Sumut atassuseq:Vietnami mittarfik	Categoria:Aeroporti del Vietnam
Ilisserut:Image label small	Template:Etichetta immagine piccola
Ilisserut:Colombia	Template:COL
Ilisserut:Kalaallit Nunaat	Template:GRL
Ilisserut:Sapakunnullui	Template:Giorni della settimana
Ilisserut:Australia	Template:AUS
Sumut atassuseq:Ilusilersugaaneq	Categoria:Architettura
Ilisserut:Fil TvivlsomLicens	Template:Unverdata
Ilisserut:Nunavissussat	Template:Continenti della Terra
Ilisserut:Pov	Template:P
Sumut atassuseq:Stub	Categoria:Template stub
Sumut atassuseq:Kalaallit Nunaat	Categoria:Groenlandia
Sumut atassuseq:User simple	Categoria:Utenti simple
Sumut atassuseq:User az	Categoria:Utenti az
Sumut atassuseq:User sk	Categoria:Utenti sk
Sumut atassuseq:User fr	Categoria:Utenti fr
Sumut atassuseq:User sv	Categoria:Utenti sv
Sumut atassuseq:User fr-2	Categoria:Utenti fr-2
Sumut atassuseq:User cs-N	Categoria:Utenti cs-M
Sumut atassuseq:User fr-N	Categoria:Utenti fr-M
Sumut atassuseq:User is-N	Categoria:Utenti is-M
Sumut atassuseq:User it-N	Categoria:Utenti it-M
Sumut atassuseq:User az-N	Categoria:Utenti az-M
Sumut atassuseq:User cs	Categoria:Utenti cs
Sumut atassuseq:User da	Categoria:Utenti da
Sumut atassuseq:User sk-N	Categoria:Utenti sk-M
Sumut atassuseq:User da-3	Categoria:Utenti da-3
Sumut atassuseq:User de	Categoria:Utenti de
Sumut atassuseq:User de-2	Categoria:Utenti de-2
Sumut atassuseq:User de-3	Categoria:Utenti de-3
Sumut atassuseq:User de-4	Categoria:Utenti de-4
Shiraz	Shiraz
Sumut atassuseq:User el	Categoria:Utenti el
Sumut atassuseq:User el-1	Categoria:Utenti el-1
Sumut atassuseq:User en-3	Categoria:Utenti en-3
Ilisserut:KalNunKommuneqarfik	Template:Suddivisioni della Groenlandia
Sumut atassuseq:User en-N	Categoria:Utenti en-M
Sumut atassuseq:User es	Categoria:Utenti es
Sumut atassuseq:User es-1	Categoria:Utenti es-1
Sumut atassuseq:User es-N	Categoria:Utenti es-M
Sumut atassuseq:User is	Categoria:Utenti is
Sumut atassuseq:User it	Categoria:Utenti it
Ilisserut:Norge	Template:NOR
Ilisserut:Brazil	Template:BRA
Sumut atassuseq:User ru-1	Categoria:Utenti ru-1
Sumut atassuseq:Qarasaasialerineq	Categoria:Informatica
Sumut atassuseq:Inooqatigiinnik ilisimatusarneq	Categoria:Scienze sociali
Ilisserut:Canadami nunatat	Template:Canada
