非洲	Africa
自貢	Zigong
秦	QIN
杜英屬	Elaeocarpus
大佬	Big Brother
路斯基	Tomáš Rosický
秋田犬	Akita (razza canina)
熱力學第三定律	Terzo principio della termodinamica
步兵 (軍事)	Fanteria
導數	Derivata
佛朗哥	Francisco Franco
主教	Vescovo
2011年埃及示威	Rivoluzione egiziana del 2011
酥皮	Pasta sfoglia
枴	Tonfa
阿赫蒂薩里	Martti Ahtisaari
1951年亞洲運動會	I Giochi asiatici
根德伯里	Canterbury
定向	Orientamento (sport)
蒙哥馬利	Montgomery (Alabama)
朱諾	Juneau
米高莊遜 (英國人)	Michael Johnson (calciatore 1988)
釣魚台列嶼	Isole Senkaku
共和黨 (美國)	Partito Repubblicano (Stati Uniti d'America)
發粉	Lievito chimico
血癌	Leucemia
禾確特	Theo Walcott
細胞膜	Membrana cellulare
民主黨 (美國)	Partito Democratico (Stati Uniti d'America)
卡域克	Michael Carrick
卑雅特歷絲	Beatrice dei Paesi Bassi
Wi-Fi	Wi-Fi
Iveco Bus	Iveco Bus
五十鈴	Isuzu
阿斯旺	Assuan
歐霸	Iveco
815年	815
816年	816
822年	822
840年	840
823年	823
811年	811
771年	771
888年	888
768年	768
851年	851
205年	205
159年	159
107年	107
162年	162
103年	103
802年	802
水獺	Lutra lutra
804年	804
119年	119
成都	Chengdu
118年	118
重力加速度	Accelerazione di gravità
801年	801
807年	807
806年	806
咖啡室	Caffetteria
152年	152
蒲公英	Taraxacum
240年	240
218年	218
655年	655
496年	496
238年	238
197年	197
451年	451
775年	775
489年	489
784年	784
661年	661
625年	625
653年	653
904年	904
921年	921
923年	923
1126年	1126
668年	668
636年	636
408年	408
464年	464
青花魚	Scomber scombrus
410年	410
956年	956
前789年	789 a.C.
952年	952
658年	658
白蚱	Medusa (zoologia)
650年	650
518年	518
70年	70
市長	Sindaco
81年	81
格連尼治標準時間	Greenwich Mean Time
雪豹	Panthera uncia
69年	69
87年	87
65年	65
66年	66
67年	67
55年	55
34年	34
中文維基百科	Wikipedia in cinese
44年	44
35年	35
64年	64
504年	504
鰭足目	Pinnipedia
453年	453
161年	161
169年	169
481年	481
151年	151
155年	155
128年	128
129年	129
463年	463
193年	193
674年	674
687年	687
251年	251
337年	337
786年	786
660年	660
50年	50
260年	260
501年	501
45年	45
491年	491
49年	49
978年	978
西里西亞文	Lingua slesiana
221年	221
543年	543
536年	536
230年	230
762年	762
610年	610
787年	787
480年	480
209年	209
202年	202
192年	192
鄭州	Zhengzhou
681年	681
819年	819
173年	173
867年	867
865年	865
827年	827
824年	824
847年	847
883年	883
829年	829
813年	813
910年	910
850年	850
808年	808
853年	853
872年	872
873年	873
856年	856
858年	858
831年	831
857年	857
828年	828
826年	826
833年	833
848年	848
834年	834
881年	881
852年	852
163年	163
154年	154
201年	201
803年	803
805年	805
52年	52
532年	532
82年	82
84年	84
73年	73
72年	72
62年	62
71年	71
75年	75
74年	74
83年	83
78年	78
77年	77
90年	90
80年	80
627年	627
456年	456
91年	91
190年	190
109年	109
53年	53
270年	270
688年	688
452年	452
795年	795
艾薇兒	Avril Lavigne
465年	465
778年	778
846年	846
830年	830
404年	404
總統	Presidente
908年	908
896年	896
897年	897
927年	927
63年	63
555年	555
571年	571
86年	86
401年	401
890年	890
533年	533
264年	264
戈巴卓夫	Michail Gorbačëv
99年	99
415年	415
483年	483
469年	469
462年	462
459年	459
466年	466
402年	402
761年	761
780年	780
675年	675
689年	689
774年	774
759年	759
758年	758
350年	350
德蘭修女	Madre Teresa di Calcutta
782年	782
760年	760
785年	785
783年	783
767年	767
766年	766
211年	211
232年	232
204年	204
188年	188
98年	98
894年	894
891年	891
602年	602
628年	628
892年	892
601年	601
672年	672
682年	682
821年	821
648年	648
686年	686
664年	664
677年	677
滿洲國	Manciukuò
640年	640
110年	110
111年	111
137年	137
138年	138
122年	122
140年	140
809年	809
167年	167
核窿	Poro nucleare
665年	665
776年	776
763年	763
769年	769
667年	667
529年	529
777年	777
788年	788
671年	671
772年	772
432年	432
231年	231
237年	237
239年	239
羅丹	Auguste Rodin
伊雲奴域絲	Ana Ivanović
130年	130
禾絲妮雅琪	Caroline Wozniacki
Sophus Lie	Sophus Lie
226年	226
207年	207
475年	475
454年	454
495年	495
206年	206
468年	468
461年	461
460年	460
194年	194
210年	210
網誌	Blog
225年	225
311年	311
220年	220
核仁	Nucleolo
541年	541
642年	642
王爾德	Oscar Wilde
390年代	Anni 390
313年	313
180年	180
794年	794
587年	587
530年	530
609年	609
497年	497
540年	540
428年	428
548年	548
422年	422
549年	549
457年	457
478年	478
253年	253
467年	467
458年	458
350年代	Anni 350
158年	158
157年	157
164年	164
124年	124
113年	113
121年	121
106年	106
551年	551
鳩	Streptopelia
494年	494
320年	320
242年	242
登革熱	Dengue
291年	291
48年	48
97年	97
旗魚	Istiophoridae
56年	56
93年	93
57年	57
法屬波利尼西亞	Polinesia Francese
503年	503
510年	510
509年	509
474年	474
484年	484
576年	576
493年	493
479年	479
287年	287
407年	407
485年	485
547年	547
546年	546
544年	544
537年	537
港元	Dollaro hongkonghese
535年	535
502年	502
527年	527
508年	508
繩	Corda
525年	525
613年	613
618年	618
617年	617
608年	608
645年	645
621年	621
606年	606
623年	623
604年	604
603年	603
626年	626
619年	619
634年	634
諾福島	Isola Norfolk
630年	630
聖誕島	Isola di Natale
614年	614
505年	505
446年	446
791年	791
557年	557
計數機	Calcolatrice
656年	656
657年	657
659年	659
651年	651
676年	676
670年	670
652年	652
673年	673
654年	654
647年	647
中國國民黨	Kuomintang
812年	812
669年	669
792年	792
649年	649
93	93 (numero)
895年	895
756年	756
663年	663
779年	779
662年	662
684年	684
773年	773
757年	757
435年	435
790年	790
437年	437
433年	433
764年	764
426年	426
781年	781
425年	425
429年	429
423年	423
765年	765
235年	235
233年	233
223年	223
224年	224
216年	216
219年	219
254年	254
272年	272
208年	208
175年	175
170年	170
171年	171
172年	172
58年	58
59年	59
139年	139
114年	114
134年	134
135年	135
京杭運河	Gran Canale
179年	179
مینګورہ	Mingora
142年	142
96年	96
181年	181
146年	146
145年	145
183年	183
182年	182
184年	184
324年	324
589年	589
521年	521
92年	92
597年	597
329年	329
克拉科夫	Cracovia
133年	133
413年	413
258年	258
259年	259
196年	196
236年	236
789年	789
木結他	Chitarra acustica
332年	332
631年	631
487年	487
638年	638
473年	473
彩鷸	Rostratula benghalensis
176年	176
143年	143
643年	643
.mil	.mil
523年	523
215年	215
148年	148
247年	247
424年	424
641年	641
492年	492
Mil	MIL
639年	639
256年	256
441年	441
嘉羅	Garou
131年	131
愛爾蘭自由邦	Stato Libero d'Irlanda
191年	191
450年	450
612年	612
635年	635
611年	611
534年	534
488年	488
607年	607
524年	524
282年	282
472年	472
471年	471
490年	490
316年	316
797年	797
Net	NET
511年	511
295年	295
598年	598
阿剌伯半島	Penisola araba
303年	303
250年	250
515年	515
大衛·阿拉巴	David Alaba
自由式	Stile libero
512年	512
418年	418
333年	333
294年	294
158	158 (numero)
217年	217
277年	277
578年	578
312年	312
加	Addizione
284年	284
283年	283
241年	241
243年	243
臺灣省	Provincia di Taiwan
262年	262
498年	498
336年	336
334年	334
266年	266
Plurk	Plurk
拳擊	Pugilato
261年	261
470年	470
349年	349
271年	271
275年	275
292年	292
296年	296
國泰航空	Cathay Pacific
345年	345
431年	431
380年代	Anni 380
304年	304
550年	550
586年	586
樟宜機場	Aeroporto di Singapore-Changi
588年	588
554年	554
229年	229
583年	583
265年	265
北京首都國際機場	Aeroporto di Pechino-Capitale
263年	263
585年	585
582年	582
556年	556
420年	420
280年	280
新加坡航空	Singapore Airlines
581年	581
558年	558
302年	302
309年	309
353年	353
維珍航空	Virgin Atlantic Airways
335年	335
367年	367
344年	344
245年	245
290年	290
449年	449
308年	308
255年	255
439年	439
319年	319
318年	318
299年	299
419年	419
美國航空	American Airlines
416年	416
338年	338
310年	310
港龍航空	Dragonair (compagnia aerea)
315年	315
359年	359
360年	360
273年	273
286年	286
刀	Coltello
澳洲航空	Qantas
288年	288
278年	278
455年	455
577年	577
省略號	Punti di sospensione
珍妮花雅麗絲頓	Jennifer Aniston
575年	575
482年	482
486年	486
580年	580
567年	567
564年	564
561年	561
328年	328
325年	325
317年	317
574年	574
566年	566
249年	249
348年	348
442年	442
醫生樂隊	Die Ärzte
443年	443
267年	267
244年	244
248年	248
343年	343
562年	562
417年	417
268年	268
590年	590
269年	269
499年	499
馬拉拉	Malala Yousafzai
409年	409
雙面人	Diprosopia
405年	405
國立臺灣大學	Università Nazionale di Taiwan
406年	406
403年	403
414年	414
411年	411
412年	412
560年	560
592年	592
斑馬	Zebra
276年	276
清真寺	Moschea
314年	314
利比亞全國過渡委員會	Consiglio nazionale di transizione
323年	323
366年	366
362年	362
545年	545
531年	531
514年	514
綠燈俠	Lanterna Verde
513年	513
539年	539
538年	538
519年	519
516年	516
520年	520
522年	522
骨牌	Domino (gioco)
528年	528
506年	506
526年	526
507年	507
214年	214
213年	213
212年	212
228年	228
227年	227
149年	149
174年	174
189年	189
199年	199
141年	141
132年	132
黃毛果蝠	Eidolon helvum
125年	125
123年	123
147年	147
144年	144
198年	198
178年	178
177年	177
胚胎	Embrione
187年	187
195年	195
人造語言	Lingua artificiale
186年	186
347年	347
620年	620
宿霧文	Lingua cebuana
624年	624
605年	605
塔斯曼海	Mar di Tasman
629年	629
616年	616
615年	615
同奈	Provincia di Dong Nai
朔莊	Provincia di Soc Trang
644年	644
646年	646
633年	633
歸融話	Lingua creola
637年	637
蒙兀兒汗國	Moghul
Wow! 訊號	Segnale Wow!
菲律賓話	Lingua filippina
Sun	SUN
436年	436
廣刈	Provincia di Quang Ngai
434年	434
293年	293
427年	427
185年	185
360年代	Anni 360
車臣文	Lingua cecena
河靜	Provincia di Ha Tinh
金甌	Provincia di Cà Mau
廣南	Provincia di Quang Nam
321年	321
檳椥	Provincia di Ben Tre
慶和	Provincia di Khanh Hoa
客家話	Lingua hakka
山羅	Provincia di Son La
327年	327
方言	Dialetto
430年	430
廣寧 (越南)	Provincia di Quang Ninh
447年	447
羅素悖論	Paradosso di Russell
諒山	Provincia di Lang Son
北寧	Provincia di Bac Ninh
569年	569
568年	568
444年	444
唯心論	Idealismo
796年	796
798年	798
793年	793
江西話	Lingua gan
685年	685
799年	799
海地歸融話	Lingua creola haitiana
683年	683
博物館	Museo
274年	274
579年	579
281年	281
函數極限	Limite di una funzione
306年	306
438年	438
爪哇文	Lingua giavanese
腓特烈大帝	Federico II di Prussia
297年	297
421年	421
司馬光	Sima Guang
298年	298
351年	351
352年	352
355年	355
熊貓	Ailuropoda melanoleuca
北極熊	Ursus maritimus
95年	95
94年	94
594年	594
542年	542
448年	448
滿文	Lingua mancese
445年	445
305年	305
234年	234
孤立語言	Lingua isolata
565年	565
381年	381
弧度	Radiante
385年	385
553年	553
307年	307
584年	584
346年	346
257年	257
閃電	Fulmine
285年	285
591年	591
289年	289
羅素	Bertrand Russell
手	Mano
杜甫	Du Fu
563年	563
新喀里多尼亞	Nuova Caledonia
252年	252
尼泊爾文	Lingua nepalese
人口	Popolazione
595年	595
246年	246
巴皮亞曼多話	Lingua papiamento
漢語族	Lingue sinitiche
西奧多羅斯福	Theodore Roosevelt
596年	596
環法單車賽	Tour de France
593年	593
357年	357
573年	573
特拉維夫	Tel Aviv
捷克斯洛伐克	Cecoslovacchia
葉	Foglia
老虎機	Slot machine
尼瓦爾文	Lingua Nepal Bhasa
瓦爾帕萊索	Valparaíso
信德文	Lingua sindhi
演員	Attore
巽他話	Lingua sundanese
修納話	Lingua shona
荷里活	Hollywood
腰果	Anacardium occidentale
馬龍白蘭度	Marlon Brando
紐埃	Niue
緯	Latitudine
瀑布	Cascata
559年	559
599年	599
326年	326
他加祿話	Lingua tagalog
Category:程式語言	Categoria:Linguaggi di programmazione
拉賓	Yitzhak Rabin
341年	341
322年	322
側田比伯	Justin Bieber
青銅	Bronzo
穆巴拉克	Hosni Mubarak
瓦哈卡	Oaxaca (stato)
386年	386
大溪地話	Lingua tahitiana
圓柱	Cilindro (geometria)
374年	374
380年	380
侗台語系	Lingue tai-kadai
牛油	Burro
神學	Teologia
聶魯達	Pablo Neruda
宙斯	Zeus
阿拉法特	Yasser Arafat
牛津	Oxford
尼亞加拉瀑布	Cascate del Niagara
手語	Lingua dei segni
沖繩話	Lingua di Okinawa
136年	136
孔卡尼話	Lingua konkani
太子港	Port-au-Prince
BSD	Berkeley Software Distribution
俄羅斯帝國	Impero russo
藏文	Lingua tibetana
福音書	Vangelo
娃威娃威文	Lingua waray-waray
亞歷山大貝爾	Alexander Graham Bell
吳語	Lingua wu
370年代	Anni 370
柴油火車	Locomotiva termica
占星術	Astrologia
塔斯曼尼亞省	Tasmania
鹿特丹	Rotterdam
樂器	Strumento musicale
番梘	Sapone
紐奧良	New Orleans
景德鎮	Jingdezhen
摩受采	Mošovce
佛山	Foshan
貝娜齊爾	Benazir Bhutto
莎結拉	Shakira
牛津大學	Università di Oxford
施嘉莉祖安遜	Scarlett Johansson
路	Strada
艾哈邁迪內賈德	Mahmud Ahmadinejad
葉利欽	Boris Nikolaevič El'cin
桂莉芙柏德露	Gwyneth Paltrow
CD	Compact disc
索贊尼辛	Aleksandr Isaevič Solženicyn
昭和天皇	Hirohito
直升機	Elicottero
阿蓋達	Al-Qaida
電單車	Motocicletta
維多利亞州旗	Bandiera del Victoria
聖海倫娜島	Sant'Elena (isola)
河馬	Hippopotamus amphibius
影片	Video
382年	382
342年	342
373年	373
372年	372
愛琴海	Mar Egeo
水木一郎	Ichirō Mizuki
指	Dito
安娜塔西亞	Anastacia
京都	Kyoto
聖皮埃爾及密克隆群島	Saint-Pierre e Miquelon
英倫海峽	La Manica
1980年代	Anni 1980
1990年代	Anni 1990
廣島市	Hiroshima
沙	Sabbia
玫瑰	Rosa (botanica)
京士頓 (牙買加)	Kingston
豹	Panthera pardus
犀牛	Rhinocerotidae
希臘神話	Mitologia greca
羅經	Bussola
屬	Genere (tassonomia)
吉百齡	Rudyard Kipling
社會科學	Scienze sociali
阜新	Fuxin
索馬里蘭	Somaliland
秦國	Qin (stato)
半島	Penisola
X光	Raggi X
恩格斯	Friedrich Engels
新疆	Xinjiang
肥肝	Foie gras
新年	Capodanno
嘉芙蓮碧格露	Kathryn Bigelow
伊利沙伯泰萊	Elizabeth Taylor
俄克拉荷馬城	Oklahoma City
省	Provincia
木瓜	Carica papaya
375年	375
布里斯本	Brisbane
維他命	Vitamine
富蘭克林	Benjamin Franklin
阿西莫夫	Isaac Asimov
1970年代	Anni 1970
2000年代	Anni 2000
東正教	Chiesa ortodossa
椰菜	Brassica oleracea var. capitata
美國總統一覽	Presidenti degli Stati Uniti d'America
南佐治亞與南三文治群島	Georgia del Sud e Isole Sandwich Meridionali
網站	Sito web
卡塔洛	Catalão
上古漢語	Lingua cinese antica
倫琴	Wilhelm Conrad Röntgen
奧德賽	Odissea
科威特城	Madinat al-Kuwait
鏡	Specchio
周朝	Dinastia Zhou
伊多語	Lingua ido
美洲獅	Puma concolor
前44年	44 a.C.
形而上學	Metafisica
387年	387
赫魯曉夫	Nikita Sergeevič Chruščёv
畢彼特	Brad Pitt
世界摔角娛樂	WWE
的的喀喀湖	Titicaca
哥林堡	Colombo (città)
科	Famiglia (tassonomia)
窗	Finestra
阿拉木圖	Almaty
前242年	242 a.C.
前248年	248 a.C.
山竉	Grotta
前258年	258 a.C.
前257年	257 a.C.
前253年	253 a.C.
白宮	Casa Bianca
前246年	246 a.C.
前245年	245 a.C.
差人	Polizia
前249年	249 a.C.
前252年	252 a.C.
保羅塞尚	Paul Cézanne
瓦利斯及富圖納群島	Wallis e Futuna
前240年	240 a.C.
前254年	254 a.C.
前256年	256 a.C.
歐洲足球協會	Union of European Football Associations
前251年	251 a.C.
北海道	Hokkaidō
前250年	250 a.C.
前244年	244 a.C.
前243年	243 a.C.
烏拉山脈	Urali
前255年	255 a.C.
柯南道爾	Arthur Conan Doyle
恩德貝萊話	Lingua ndebele del nord
砌低你	WWE SmackDown
諾貝爾和平獎	Premio Nobel per la pace
冰川	Ghiacciaio
皮特凱恩群島	Isole Pitcairn
美洲豹	Panthera onca
1930年代	Anni 1930
南澳洲	Australia Meridionale
1960年代	Anni 1960
1920年代	Anni 1920
議會	Parlamento
大阪市	Osaka
前247年	247 a.C.
Safari	Safari (browser)
貝達	Beida
劍橋大學	Università di Cambridge
咳	Tosse
柴	Legna da ardere
前259年	259 a.C.
萊特兄弟	Fratelli Wright
打乞嚏	Starnuto
睏覺	Sonno
公頃	Ettaro
牙膏	Dentifricio
艇	Imbarcazione
鹹海	Lago d'Aral
林寶堅尼	Lamborghini
艾美洛森	Emmy Rossum
凌志	Lexus
竹	Bambuseae
伊斯坦堡海峽	Bosforo
德薩斯	Alexis Texas
萬事得	Mazda
可可斯 (基林) 群島	Isole Cocos (Keeling)
平治	Mercedes-Benz
胡志明	Ho Chi Minh
和平 (越南)	Provincia di Hoa Binh
蘇軾	Su Shi
黃山	Huangshan
開心果	Pistacia vera
昆士蘭	Queensland
樹熊	Phascolarctos cinereus
婆羅洲	Borneo
直布羅陀海峽	Stretto di Gibilterra
雲豹	Neofelis nebulosa
無花果	Ficus carica
碧昂絲	Beyoncé Knowles
勒邦占士	LeBron James
會安	Hoi An
集合	Insieme
作家	Scrittore
日本東北地震	Terremoto e maremoto del Tōhoku del 2011
朱克伯格	Mark Zuckerberg
哈維爾	Václav Havel
興安 (越南)	Provincia di Hung Yen
馬拉亞姆文	Lingua malayalam
元音	Vocale
長度	Lunghezza
碧姬芭鐸	Brigitte Bardot
絲綢之路	Via della seta
1950年代	Anni 1950
卡加利	Calgary
崑嵩	Provincia di Kon Tum
後江	Provincia di Hau Giang
珍奧斯汀	Jane Austen
夢	Sogno
安沛	Provincia di Yen Bai
邏輯語	Lingua lojban
北江 (越南)	Provincia di Bac Giang
庫爾德文	Lingua curda
耶穌會	Compagnia di Gesù
馬圖斯	Lothar Matthäus
跆拳道	Taekwondo
摩爾多瓦文	Lingua moldava
毛語錄	Libretto Rosso
承天順化	Provincia di Thua Thien-Hue
半夜	Mezzanotte
北𣴓	Provincia di Bac Kan
鴨巴甸	Aberdeen
萊州	Provincia di Lai Chau
河南 (越南)	Provincia di Ha Nam
上海浦東國際機場	Aeroporto di Shanghai-Pudong
新石器時代	Neolitico
政治學	Scienza politica
老街	Provincia di Lao Cai
耶卡謝蓮娜二世 (俄國)	Caterina II di Russia
閩東話	Min dong
麪粉	Farina
經	Longitudine
獅子王	Il re leone
馬可尼	Guglielmo Marconi
閩南話	Lingua min nan
離子	Ione
千年	Millennio
清化	Provincia di Thanh Hoa
化學反應	Reazione chimica
焗爐	Forno
.ru	.ru
.ad	.ad
草原象	Loxodonta africana
1940年代	Anni 1940
1900年代	Anni 1900
堅江	Provincia di Kien Giang
廣治	Provincia di Quang Tri
1910年代	Anni 1910
乂安	Provincia di Nghe An
納博哥夫	Vladimir Vladimirovič Nabokov
安江省	Provincia di An Giang
海牙	L'Aia
目 (生物分類)	Ordine (tassonomia)
西寧 (越南)	Provincia di Tay Ninh
富壽	Provincia di Phu Tho
大猩猩	Gorilla
茶榮	Provincia di Tra Vinh
第谷	Tycho Brahe
視覺藝術	Arti visive
薄遼	Provincia di Bac Lieu
嘉萊	Provincia di Gia Lai
前江	Provincia di Tien Giang
夏令時間	Ora legale
平福	Provincia di Binh Phuoc
同塔	Provincia di Dong Thap
太平	Provincia di Thai Binh
河江	Provincia di Ha Giang
維多利亞州	Victoria (Australia)
多樂	Provincia di Dak Lak
壯族	Zhuang
平定	Provincia di Binh Dinh
南斯拉夫	Jugoslavia
長毛象	Mammuthus
林同	Provincia di Lam Dong
得農	Provincia di Dak Nong
富安	Provincia di Phu Yen
海陽 (越南)	Provincia di Hai Duong
界	Regno (biologia)
昂山素姬	Aung San Suu Kyi
美洲土著	Nativi americani
潮州話	Dialetto teochew
約翰福音	Vangelo secondo Giovanni
羅拔柏迪臣	Robert Pattinson
臺灣話	Lingua taiwanese
門	Porta
四邊形	Quadrilatero
威廉王子	William, duca di Cambridge
托克勞	Tokelau
作曲家	Compositore
豬流感	Influenza suina
指甲	Unghia
高平	Provincia di Cao Bang
平陽省	Provincia di Binh Duong
平順	Provincia di Binh Thuan
母語	Madrelingua
巴地頭頓	Provincia di Ba Ria-Vung Tau
寧平	Provincia di Ninh Binh
寧順	Provincia di Ninh Thuan
南定	Provincia di Nam Dinh
臭氧	Ozono
羅拔迪尼路	Robert De Niro
奠邊	Provincia di Dien Bien
麻瘋	Lebbra
成龍	Jackie Chan
12	12 (numero)
窩拉普克文	Volapük
三船敏郎	Toshirō Mifune
面 (身體)	Viso
廣告	Pubblicità
達拉哈西	Tallahassee
獨立	Indipendenza
弗萊明	Alexander Fleming
浪漫主義	Romanticismo
釘	Chiodo
湯告魯斯	Tom Cruise
橄欖	Olea europaea
三位一體	Trinità (cristianesimo)
雅虎	Yahoo!
屋崙	Auckland
里夫共和國	Repubblica del Rif
南丁格爾	Florence Nightingale
直綫	Retta
法老王	Faraone
AK-47	AK-47
331年	331
甲烷	Metano
11	11 (numero)
365年	365
13	13 (numero)
子彈	Cartuccia (munizione)
孫武	Sun Tzu
牛油果	Persea americana
379年	379
IBM	IBM
星巴克	Starbucks
奶昔	Frappè
.fi	.fi
波 (物理)	Onda
盧拉	Luiz Inácio Lula da Silva
紅血球	Eritrocita
信德省	Sindh
直徑	Diametro
先生	Docente
中央情報局	Central Intelligence Agency
.ae	.ae
.am	.am
.de	.de
.fr	.fr
2006年FIFA世界盃	Campionato mondiale di calcio 2006
聖靈	Spirito Santo
互聯網電影資料庫	Internet Movie Database
卡夫蘭	Cleveland
阿波羅	Apollo
達賴喇嘛	Dalai Lama
塞浦路斯英屬基地區	Akrotiri e Dhekelia
花生	Arachis hypogaea
培根	Francesco Bacone
.af	.af
100	100 (numero)
.au	.au
膝頭	Ginocchio
句法學	Sintassi
杏	Prunus armeniaca
妮歌潔曼	Nicole Kidman
聯合國安全理事會	Consiglio di sicurezza delle Nazioni Unite
霧	Nebbia
眼鏡	Occhiali
火柴	Fiammifero
綱	Classe (tassonomia)
葡萄醣	Glucosio
.cz	.cz
.ag	.ag
天體物理學	Astrofisica
多邊形	Poligono
Jackson Pollock	Jackson Pollock
加爾文	Giovanni Calvino
情人節	San Valentino (festa)
雹	Grandine
巴伐洛堤	Luciano Pavarotti
前43年	43 a.C.
海灣戰爭	Guerra del Golfo
小行星一覽	Lista di asteroidi
市場	Mercato
南中國海	Mar Cinese Meridionale
Campora San Giovanni	Campora San Giovanni
絲	Seta
朝鮮世宗	Sejong il Grande
.at	.at
陸軍	Esercito
人口統計學	Demografia
封建社會	Feudalesimo
染色體	Cromosoma
合金	Lega (metallurgia)
神奇小蛛網	La meravigliosa, stupenda storia di Carlotta e del porcellino Wilbur
伯爾茲	Bălți
生態系統	Ecosistema
奧克蘭文法學校	Auckland Grammar School
雪櫃	Frigorifero
.us	.us
藻	Alga
妮妲莉寶雯	Natalie Portman
.es	.es
.gr	.gr
.pl	.pl
.uk	.uk
諾貝爾文學獎	Premio Nobel per la letteratura
郵票	Francobollo
番薯	Ipomoea batatas
札幌市	Sapporo
黃海	Mar Giallo
孟德爾	Gregor Mendel
明仁	Akihito
仰光	Yangon
前63年	63 a.C.
輔音	Consonante
赫塔米勒	Herta Müller
美國曲架	Cocker americano
麥當勞	McDonald's
卡洛爾	Lewis Carroll
諾貝爾物理學獎	Premio Nobel per la fisica
花式溜冰	Pattinaggio di figura
國際聯盟	Società delle Nazioni
馬些路	Marcelo Vieira da Silva Júnior
前31年	31 a.C.
叔本華	Arthur Schopenhauer
海倫凱勒	Helen Keller
長崎	Nagasaki
不列顛群島	Arcipelago britannico
橫濱	Yokohama
.al	.al
.ar	.ar
1840年代	Anni 1840
大仲馬	Alexandre Dumas (padre)
門 (生物分類)	Phylum
老虎狗	Bulldog inglese
威廉福克納	William Faulkner
自閉症	Autismo
.az	.az
油渣	Gasolio
牛頓運動定律	Principi della dinamica
百萬	Milione
英國曲架	Cocker spaniel inglese
14	14 (numero)
澳洲野狗	Canis lupus dingo
西瓜	Citrullus lanatus
鄉土爵士樂	Jazz-funk
1880年代	Anni 1880
孟加拉灣	Golfo del Bengala
金毛尋回犬	Golden retriever
煮食	Cottura
15	15 (numero)
18	18 (numero)
風車	Mulino a vento
拉布拉多狗	Labrador retriever
布萊希特	Bertolt Brecht
黎克特制	Scala Richter
比奧比奧大學	Università del Bío-Bío
哈馬斯	Hamas
九層塔	Ocimum basilicum
激光	Laser
阿斯旺水壩	Diga di Assuan
.cn	.cn
.ee	.ee
羅馬數字	Sistema di numerazione romano
新聞	Notizia
茂名	Maoming
前4年	4 a.C.
國際婦女節	Giornata internazionale della donna
牧羊狗	Cane da pastore
柳州	Liuzhou
1890年代	Anni 1890
.ao	.ao
皇帝	Imperatore
.bg	.bg
比薩斜塔	Torre pendente di Pisa
北半球	Emisfero boreale
前100年	100 a.C.
人民幣	Renminbi cinese
列斯	Leeds
.jp	.jp
.bd	.bd
.it	.it
前8年	8 a.C.
.in	.in
癲狗病	Rabbia
富士山	Monte Fuji
警狗	Unità cinofila
約瑟爹利	Yorkshire terrier
橙色	Arancione
赫茲	Hertz
.ie	.ie
斧頭	Scure
索契	Soči
朗拿甸奴	Ronaldinho
愛瑪屈臣	Emma Watson
1830年代	Anni 1830
.dk	.dk
.bb	.bb
架生	Attrezzo
電油	Benzina
菲比斯	Michael Phelps
粒線體	Mitocondrio
1800年代	Anni 1800
.ca	.ca
灣	Baia
拉瓦節	Antoine-Laurent de Lavoisier
醫生	Medico
.co	.co
.ba	.ba
巨石陣	Stonehenge
.ch	.ch
前14年	14 a.C.
煉金術	Alchimia
前27年	27 a.C.
救難小英雄	Le avventure di Bianca e Bernie
波羅的海國家	Stati baltici
阿空加瓜山	Aconcagua
加沙地帶	Striscia di Gaza
.be	.be
黃銅	Ottone (lega)
前19年	19 a.C.
略薩	Mario Vargas Llosa
市場學	Marketing
前3年	3 a.C.
史提芬京	Stephen King
第54演播室電台聯播網	Radio Studio 54 Network
1860年代	Anni 1860
1870年代	Anni 1870
19	19 (numero)
燕	Hirundinidae
五旬節	Pentecoste
.by	.by
.fj	.fj
.cl	.cl
.br	.br
.is	.is
.lt	.lt
.bz	.bz
.cg	.cg
褲	Pantaloni
年代	Decennio
大杏仁	Prunus dulcis
路加福音	Vangelo secondo Luca
.pt	.pt
前58年	58 a.C.
康城	Cannes
.bh	.bh
.bt	.bt
太陽能	Energia solare
前52年	52 a.C.
亞馬遜州 (巴西)	Amazonas (Brasile)
嘢飲	Bevanda
電腦程式	Programma (informatica)
自由黨	Liberal Party
前6年	6 a.C.
工黨	Partito Laburista
前34年	34 a.C.
灘	Spiaggia
民主黨	Partito Democratico (disambigua)
磚	Mattone
橢圓 (幾何)	Ellisse
17	17 (numero)
塞阿拉州	Ceará
阿馬帕州	Amapá
前59年	59 a.C.
前57年	57 a.C.
八爪魚	Octopoda
槓桿	Leva (fisica)
尼安德特人	Homo neanderthalensis
神曲	Divina Commedia
霍巴特	Hobart
1810年代	Anni 1810
舊石器時代	Paleolitico
葉芝	William Butler Yeats
太空船	Veicolo spaziale
馬拉松	Maratona (atletica leggera)
16	16 (numero)
細胞核	Nucleo cellulare
乘	Moltiplicazione
新畿內亞	Nuova Guinea
20	20 (numero)
狐狸與獵狗	Red e Toby nemiciamici
使徒行傳	Atti degli Apostoli
耶穌受難節	Venerdì santo
.md	.md
.ci	.ci
.an	.an
律師	Avvocato
監獄	Prigione
.et	.et
.tv	.tv
.eg	.eg
前5年	5 a.C.
前23年	23 a.C.
.fm	.fm
.se	.se
.ax	.ax
あ	A (kana)
.cy	.cy
い	I (kana)
