Afraga	Africa
Slige-chabon	Cardiidae
Duileasg	Palmaria palmata
Gallaibh	Caithness
Cupa Lìog na h-Alba	Scottish League Cup
San José del Guaviare	San José del Guaviare
Coireall na cìche-shluagain	Vibrante uvulare
Yarmouth, Alba Nuadh	Yarmouth (Canada)
Southland Region	Southland
Men an Eskob	Faro di Bishop Rock
Coille Dobhair	Bishopbriggs
Teine an taighe-tionnsgain Trì-cheàrnag	Incendio della fabbrica Triangle
Eryri	Snowdonia
Brillean	Clitoride
Tràillealachd-drùise	Schiavitù sessuale
Steàrnan	Sterninae
Peekskill, Eabhraig Nuadh	Peekskill
Dango	Dango
Caidreabhas	Alleanza
Creag Dhubh (fàsach)	Deserto Black Rock
Blàr Athall	Blair Atholl
Baile an t-Saoir	Blantyre (Scozia)
Blenheim, Sealainn Nuadh	Blenheim (Nuova Zelanda)
Miguel Antonio Caro Tovar	Miguel Antonio Caro
Rafael Reyes	Rafael Reyes
Calum Clachair	Bob aggiustatutto
Fleming County, Kentucky	Contea di Fleming
Bombay Bicycle Club	Bombay Bicycle Club
Neo-eisimeileachd na h-Alba	Indipendentismo scozzese
Byhalia, Mississippi	Byhalia
Baile an Bhóthair, Áth Cliath	Booterstown
Ceann Fhàil	Bo'ness
Bràigh Mhàrr	Braemar (Scozia)
Jethou	Jethou
Martin Karplus	Martin Karplus
Brecqhou	Brecqhou
Martin Lowry	Thomas Martin Lowry
Henri Braconnot	Henri Braconnot
John Mercer	John Mercer
Canàl Cailleanach	Canale di Caledonia
Caerffili	Caerphilly
Reidius de Gyration	Raggio d'inerzia
Loch Asainte	Loch Assynt
Dùthchannan Aimearaga-a-Deas	Stati del Sud America
Sgioba criogaid nan Innseachan an Iar	Nazionale di cricket delle Indie Occidentali Britanniche
Bridgeport, Calafòrnia	Bridgeport (California)
Caisteal Urchadain	Castello di Urquhart
Ealain nan Ceilteach Pàganach	Arte celtica
Cobhair:Susbaint	Aiuto:Aiuto
Parker, Arizona	Parker (Arizona)
Baile Ùr Chille Bhoisil	Newtown St. Boswells
Tre Huw	Hugh Town
Bristol, Rhode Island	Bristol (Rhode Island)
Cill Dara	Kildare
Gillette, Wyoming	Gillette (Wyoming)
Kingston	Kingston (disambigua)
Dannevirke	Dannevirke
Surfside, Florida	Surfside
Pontifícia Universidade Católica de Minas Gerais	Pontifícia Universidade Católica de Minas Gerais
Àrd-thìr Cholorado	Altopiano del Colorado
Jones County, Dakota a Deas	Contea di Jones (Dakota del Sud)
Glenwood Springs, Colorado	Glenwood Springs
Placerville, Calafòrnia	Placerville (California)
Santa Fe de Antioquia	Santa Fe de Antioquia
Råshult	Råshult
Burray	Burray
Dacian Cioloș	Dacian Cioloș
Papa Westray	Papa Westray
La Estrella	La Estrella (Colombia)
Fughlaigh	Foula
Honda (Baile)	Honda (Colombia)
Kewaunee County, Wisconsin	Contea di Kewaunee
Monroe County, Wisconsin	Contea di Monroe (Wisconsin)
Buga	Guadalajara de Buga
Greymouth	Greymouth
Bànag	Fregola
Latharna	Larne
An t-Òban	Oban (Scozia)
Sèimheachadh	Lenizione
Fàsach dathte (Arizona)	Deserto Dipinto (Stati Uniti d'America)
La Mesa	La Mesa (Colombia)
Show Low, Arizona	Show Low
Hollister, Calafòrnia	Hollister (California)
Maothchoille	Methil
Irn Bru	Irn-Bru
Peppa Pig	Peppa Pig
Pàrtaidh Libearalach Choloimbia	Partito Liberale Colombiano
Preastabhaig	Prestwick
Fàsach Thabernas	Deserto di Tabernas
Caol Loch Aillse	Kyle of Lochalsh
Sechura	Deserto di Sechura
Canàl an Aonaidh	Union Canal
Sweyn Holm	Sweyn Holm
Lassie	Lassie
Seumas Hogg	James Hogg
Eudorcas rufina	Eudorcas rufina
Gleann Rathais	Glenrothes
Chowan County, Carolina a Tuath	Contea di Chowan
Sgioba nàiseanta rugbaidh na h-Alba	Nazionale di rugby a 15 della Scozia
Coronation Street	Coronation Street
Burhou	Burhou
Caisteal Dhùn Robain	Dunrobin Castle
Hebrides Overture	Ouverture Le Ebridi
Rangipo	Deserto Rangipo
Tùcaid	Torre colombaia
Pickens County, Alabama	Contea di Pickens (Alabama)
Porthmadog	Porthmadog
Sir William Ramsay	William Ramsay
Marysville, Calafòrnia	Marysville (California)
Giles County, Virginia	Contea di Giles (Virginia)
Riochdair ath-bhuailteach	Pronome riflessivo
Lihou	Lihou
Sonora, Calafòrnia	Sonora (California)
Opotiki	Distretto di Opotiki
Mumford & Sons	Mumford & Sons
The Joy Formidable	The Joy Formidable
Baile Mhullaich	Balmullo
Forbes	Forbes
Gleann Comhann (baile)	Glencoe (Scozia)
Western Bay of Plenty District	Distretto di Western Bay of Plenty
New Firm	New Firm
Graeme McDowell	Graeme McDowell
Uisge Dhè, Siorrachd Obair Dheathain	Dee (Aberdeenshire)
A' Chrìon Làraich	Crianlarich
Slighe na Gàidhealtachd an Iar	West Highland Way
Great Basin	Gran Bacino
Sgioba nàiseanta rugbaidh Romàinia	Nazionale di rugby a 15 della Romania
Tulach Bòide	Tullibody
Kum-tagh	Deserto di Kumtagh
Whakatane	Distretto di Whakatane
Matamata-Piako District	Distretto di Matamata-Piako
BBC Radio Wales	BBC Radio Wales
Norðoyar	Norðoyar
Àicheil	Negativo
Siorrachd Rois	Ross-shire
Donnchadh Bàn Mac an t-Saoir	Duncan Ban MacIntyre
La Unión (Nariño)	La Unión (Nariño)
Inbhir Narann	Nairn
Piobar (glasraich)	Pepper
Switha	Switha
Robert Mallet	Robert Mallet
Taigh Iain Ghròt	John o' Groats
Coinmheadh	Laurencekirk
Hwlffordd	Haverfordwest
La Grange, Kentucky	La Grange (Kentucky)
Clarksdale, Mississippi	Clarksdale (Mississippi)
Aberdaugleddau	Milford Haven
Diùranais	Durness
Lios Tuathail	Listowel
Llandudno	Llandudno
Baile Fharfair	Forfar
Ulapul	Ullapool
Northfield, Minnesota	Northfield (Minnesota)
Wickenburg, Arizona	Wickenburg
Buenaventura	Buenaventura (Colombia)
Comar nan Allt	Cumbernauld
Hämeenkyrö	Hämeenkyrö
Urla	Urla (Turchia)
Tuaim	Tuam
Cloich na Coillte	Clonakilty
Pamplona (Coloimbia)	Pamplona (Colombia)
East Greenwich, Rhode Island	East Greenwich (Rhode Island)
Bucaidh	Buckie
Leiderdorp	Leiderdorp
Szczawno-Zdrój	Szczawno-Zdrój
An t-Sròn Reamhar	Stranraer
Lannraig, Lannraig a Deas	Lanark
Dùn Barra	Dunbar
Cala na Creige	Stonehaven (Scozia)
Llangollen	Llangollen
Llangefni	Llangefni
Buller District	Distretto di Buller
Baile Eilidh	Helensburgh
Caerllion	Caerleon
Allmhagh Mòr	Alloa
Cill Fhinn	Killin (Scozia)
Achadh na h-Eaglaise	Eaglesfield
Port na Banrighinn	North Queensferry
Meanstraibh	Menstrie
An Ealaidh	Elie ed Earlsferry
Clach Mhanainn	Clackmannan
Baile Eòghainn	Evanton
Cailtidh	Kelty
Arascain	Erskine (Scozia)
Caer-went	Caer Went
A' Chananaich	Fortrose
Cùl Dùn Beithe	Cowdenbeath
Ceann Gronna	Kinghorn
Baile na Leamhnachd	Lennoxtown
Rathais	Rothes
Baile Ùr an t-Slèibh	Newtonmore
Ros Maircnidh	Rosemarkie
Obar Lobhair	Aberlour
Cathair Aile	Crail
Inbhir Chèitinn	Inverkeithing
Druim na Drochaid	Drumnadrochit
Farrais	Forres
Malaig	Mallaig
Port Rìgh	Portree
Coldingham	Coldingham
Magangué	Magangué
Ceann Chàrdainn	Kincardine
Tranant	Tranent
Àird nan Saor	Ardersier
Cille Chuithbeirt	Kirkcudbright
Inbhir Pheofharain	Dingwall (Scozia)
Penicuik	Penicuik
Na Pùballan	Peebles
Inbhir Èireann	Findhorn
Cearan Mhoire	Kirriemuir
Port Phàdraig	Portpatrick
Baile Chloichridh	Pitlochry
Inbhir Ghòrdain	Invergordon
Baile na h-Uaimh	Pittenweem
Baile an Fhraoich, Aonghas	Friockheim
Luachrais	Leuchars
Ceann Achadh	Kennoway
Inbhir Crùidein	Cruden Bay
Inbhir Losaidh	Lossiemouth
Baile Bhainidh	Dufftown
Cille Chuimein	Fort Augustus
Cupar Fìobha	Cupar
Bearaig a Tuath	North Berwick (Scozia)
Baile Iongrach	Ballingry
Cromba	Cromarty
Càrn Fheusda	Carnoustie
Deadard	Jedburgh (Regno Unito)
Inbhir Ùige	Wick
Dún Búinne	Dunboyne
Kahului, Hawaii	Kahului
Rhuthun	Ruthin
Calasraid	Callander (Scozia)
An Dùn	Doune
Whanganui	Distretto di Wanganui
Lower Hutt	Lower Hutt
Hastings District	Hastings (Nuova Zelanda)
Porirua	Porirua
Timaru, Sealainn Nuadh	Distretto di Timaru
An Dubh-allt	Blackburn (Lothian dell'ovest)
Torraibh	Turriff
Baile 'Ic Eòghainn	Buckhaven
Ceann a' Ghiùthsaich	Kingussie
Gleann Iucha	Linlithgow
Dòrnach	Dornoch (Scozia)
An Geal Àth	Galashiels
Ceann Phàdraig	Peterhead
Obar Chiardair	Aberchirder
Ceann Loch Gilb	Lochgilphead
Inbhir Uaraidh	Inverurie
Lìte	Leith
Uchiko	Uchiko
Kopparberg	Kopparberg
Abergwaun	Fishguard
Klippan	Klippan
Loch an Inbhir	Lochinver
An Sruthan Fuar	Coldstream
Markleeville, Calafòrnia	Markleeville
Baile Dhubhthaich	Tain (Regno Unito)
Goillspidh	Golspie (Scozia)
Dùn Omhain	Dunoon (Scozia)
Inbhir Eighe	Eyemouth
Mvezo	Mvezo
Independence, Calafòrnia	Independence (California)
An t-Sròn	Troon
Tulach Cultraidh	Tillicoultry
Solfach	Solva (Regno Unito)
Cábán tSíle	Cabinteely
Llandrindod	Llandrindod Wells
Pontypridd	Pontypridd
Y Trallwng	Welshpool
Harlech	Harlech
Farsø	Farsø
Pwllheli	Pwllheli
Laksaa	Laxey
Colbh Iadaigh	Calf of Eday
Castlegar	Castlegar
Glamais	Glamis
Ráth Maoláin	Rathmullan
Calanais	Callanish
Port Rois	Portrush
Peantair	Pittore
Slighe Fhrangach	Camino Francés
Capercaillie (còmhlan)	Capercaillie
El Hierro	El Hierro
Sincelejo	Sincelejo
Afon Dyfrdwy	Dee (Galles)
Carterton, Sealainn Nuadh	Distretto di Carterton
Cairteil Medellín	Cartello di Medellín
Tìr nan Cailleannach	Caledonia
Caisleán Cnucha	Castleknock
Cava, Arcaibh	Cava (isole Orcadi)
Central Hawke's Bay District	Distretto di Central Hawke's Bay
Central Otago	Distretto di Central Otago
Galar fèin-spèiseach na pearsanatachd	Disturbo narcisistico di personalità
Cataibh	Sutherland (Scozia)
Baile a' Chlachain	Weem
Fàsach Phatagòinia	Deserto patagonico
Stàitean Aonaichte Choloimbia	Stati Uniti di Colombia
Shaker Heights, Ohio	Shaker Heights
Baile Chathail	Charlestown (Irlanda)
Chase & Status	Chase & Status
Joggins	Falesie fossilifere di Joggins
Penrhyndeudraeth	Penrhyndeudraeth
Port Talbot	Port Talbot
Sgath (Sgeulachd)	Slash fiction
Bàta-siùil	Barca a vela
Coileach Fraoich	Lagopus lagopus scoticus
Taigh Both Fhleisginn	Boleskine House
Salem (NJ)	Salem (New Jersey)
Cnocàn na Lìne	Broad Haven
Ciaran	San Ciaran
Chía (Cundinamarca)	Chía (Colombia)
Florida (Valle)	Florida (Colombia)
Girón	Girón
Gazella arabica bilkis	Gazella bilkis
Cluain Dolcáin	Clondalkin
Clutha District	Distretto di Clutha
Cúil Raithin	Coleraine
Chambers Encyclopedia	Chambers's Encyclopaedia
Siorrachd Bhioctoria	Contea di Victoria (Nuova Scozia)
Compton Mackenzie	Compton Mackenzie
Sgioba nàiseanta rugbaidh na h-Iapan	Nazionale di rugby a 15 del Giappone
Penobscot County, Maine	Contea di Penobscot
Decatur County, Indiana	Contea di Decatur (Indiana)
Tihamah	Tihama
Tàcharan	Changeling (leggenda)
Copinsay	Copinsay
Currach Cuimreach	Coracle
Cormag	Cormac
Sgioba nàiseanta rugbaidh Thonga	Nazionale di rugby a 15 delle Tonga
Sgioba nàiseanta rugbaidh Fhìdi	Nazionale di rugby a 15 delle Figi
Bucall	Fibbia
Alcelaphus lichtensteinii	Alcelaphus buselaphus lichtensteinii
Na Cùmhnantaich	Covenanti
Sgioba nàiseanta rugbaidh Shamoa	Nazionale di rugby a 15 delle Samoa
Jefferson County, Indiana	Contea di Jefferson (Indiana)
Cricieth	Criccieth
Sgaoileadh-cumhachd	Devoluzione
HD 80606 b	HD 80606 b
Siorrachd Chromba	Cromartyshire
Co-chaidreachas Ghranada	Confederazione Granadina
Oilthighean Aosmhor	Università nel Medioevo
Bogsa-fòn	Cabina telefonica
Sgioba nàiseanta criogaid na h-Innseachan	Nazionale di cricket dell'India
Sgioba nàiseanta criogaid Shealainn Nuadh	Nazionale di cricket della Nuova Zelanda
Pàdraig Post	Il postino Pat
Sgioba nàiseanta rugbaidh na Stàitean Aonaichte	Nazionale di rugby a 15 degli Stati Uniti d'America
Bòid	Neder
Eilean Bhòid	Isola di Bute
Oilthigh Nàiseanta Colombia	Università Nazionale della Colombia
Kingston, Tennessee	Kingston (Tennessee)
Poilitigs ann an Èireann	Politica della Repubblica d'Irlanda
Damsay	Damsay
Donnie Murdo	Danger Mouse (serie animata)
Loidig mhatamataigeach	Logica matematica
Aodhan	Aidano (nome)
Deirdre	Deirdre
Dinbych	Denbigh (Galles)
Mukawa	Mukawa
José Ignacio de Márquez Barreto	José Ignacio de Márquez
An Cilgwri	Penisola di Wirral
Bainteag	Vongola
The Dark Crystal	The Dark Crystal
Derek de Lint	Derek de Lint
Changing Lanes	Ipotesi di reato
Selwyn District	Distretto di Selwyn
Waitomo District	Distretto di Waitomo
Lochlannach	Norreni
Ùr-sgeulachd	Mito
Kazaki	I cosacchi (racconto)
An Lomair Mòr	Lammermuir Hills
Masterton	Distretto di Masterton
Roinn (matamataig)	Divisione (matematica)
Horowhenua District	Distretto di Horowhenua
Baile Chè	Keith (Scozia)
Dolgellau	Dolgellau
Dollar	Dollar
Dolair	Dollar (Regno Unito)
Am Magh Leamhna	Alexandria (Scozia)
Llandaf	Llandaff
Médanos de Coro	Los Médanos de Coro
Siorrachd Dhùn Phrìs	Dumfriesshire
Siorrachd Inbhir Nis	Inverness-shire
Siorrachd Shalcraig	Selkirkshire
Siorrachd Pheairt	Perthshire
Aymer de Valence	Aymer de Valence, II conte di Pembroke
Siorrachd Mhoireibh	Contea di Moray
Ziortza-Bolibar	Ziortza-Bolibar
Sgioba nàiseanta rugbaidh Naimibia	Nazionale di rugby a 15 della Namibia
Oilthigh Dhùn Dè	Università di Dundee
Camloch	Camlough
Baile Raghnail	Randalstown
An deoch dhraoidheil	Pozione
Murt Ghlinne Comhainn	Massacro di Glencoe
San Juan del Cesar	San Juan del Cesar
Pàrtaidh Uaine na h-Alba	Partito Verde Scozzese
Fagatogo	Fagatogo
Melgar	Melgar
SS Savannah	SS Savannah
Dún Geimhin	Dungiven
Dùn Chailleann	Dunkeld
Rinneansaigh	North Ronaldsay
Caisteal Dhùn Bheagain	Castello di Dunvegan
Sanndaigh, Arcaibh	Sanday (isole Orcadi)
Dùn, Hiort	Dùn (Saint Kilda)
Muckle Roe	Muckle Roe
Oilthigh Napier	Università Napier
Ynysow Guen Hily	Eastern Isles (Isole Scilly)
Poilitigs na h-Alba	Politica della Scozia
Iadaigh	Eday
60an	Anni 60
50an	Anni 50
40an	Anni 40
30an	Anni 30
Oilthigh na h-Alba an Iar	University of the West of Scotland
Egilsay	Egilsay
Blàr Flodden	Battaglia di Flodden Field
Spreigeach	Diatesi attiva
José María Obando	José María Obando
Beinn Rothaich	Munro (alpinismo)
San Juan	San Juan
Sgioba nàiseanta criogaid Shasainn	Nazionale di cricket dell'Inghilterra
Bàgh	Golfo
Ennor	St Mary's (Isole Scilly)
Botal-teth	Borsa dell'acqua calda
Embrace	Embrace (gruppo musicale britannico)
Muckle Flugga	Muckle Flugga
Ar Nor	White Island (Isole Scilly)
Salm 89	Salmo 89
Funky Chicken	Il ballo del qua qua
Slighe Costa Sir Benfro	Sentiero Pembrokeshire
Pannal	Panel
Sìdhe	Sidhe
Fàsach Strzelecki	Deserto di Strzelecki
Siorrachdan na h-Alba	Contee tradizionali della Scozia
Teän	Teän (Isole Scilly)
Ynys Elidius	St Helen's (Isole Scilly)
Richtersveld	Richtersveld
Linne Mhoireibh	Moray Firth
Agnes Monica	Agnes Monica
Prìomh Mhinistearan na h-Alba	Primi ministri della Scozia
Abhainn Nis	Ness (fiume)
Far North District	Distretto di Far North
Joaquín Mosquera	Joaquín Mosquera
Domingo Caycedo Santamaría	Domingo Caycedo
Sérigny (Orne)	Sérigny (Orne)
Eynhallow	Eynhallow
Renton (Ball-coise)	Renton Football Club
Fara, Arcaibh	Fara (isole Orcadi)
Faray	Faray
Somhairle MacGill-Eain	Sorley MacLean
Llanrhymni	Llanrumney
An Apainn	Appin
Roinn-seòrsa:A' Ghearmailt	Categoria:Germania
Roinn-seòrsa:An Eadailt	Categoria:Italia
Roinn-seòrsa:Na Stàitean Aonaichte	Categoria:Stati Uniti d'America
Roinn-seòrsa:An Ruis	Categoria:Russia
Roinn-seòrsa:Canada	Categoria:Canada
Roinn-seòrsa:An Rìoghachd Aonaichte	Categoria:Regno Unito
Roinn-seòrsa:An Spàinn	Categoria:Spagna
Roinn-seòrsa:An t-Seapan	Categoria:Giappone
Roinn-seòrsa:Astràilia	Categoria:Australia
Roinn-seòrsa:Meagsago	Categoria:Messico
Roinn-seòrsa:Na h-Innseachan	Categoria:India
Roinn-seòrsa:Aràibia nan Sabhd	Categoria:Arabia Saudita
Roinn-seòrsa:Israel	Categoria:Israele
Papa Stronsay	Papa Stronsay
Roinn-seòrsa:An Tuirc	Categoria:Turchia
Roinn-seòrsa:An Èipheit	Categoria:Egitto
Roinn-seòrsa:Sealainn Nuadh	Categoria:Nuova Zelanda
Roinn-seòrsa:An Argantain	Categoria:Argentina
Paramadair	Parametro (statistica)
Roinn-seòrsa:0an	Anni 0
20an	Anni 20
Sgioba nàiseanta criogaid Afraga a Deas	Nazionale di cricket del Sudafrica
Garret FitzGerald	Garret FitzGerald
An Caisteal Nuadh	Newcastle upon Tyne
Anart	Lino (fibra)
Muppets Anocht	Muppets Tonight
Sturt's Stony Desert	Deserto pietroso di Sturt
Saint Etienne (còmhlan)	Saint Etienne
Contra-danns Albannach	Ballo tradizionale scozzese
Teicheadh nan Iarla	Fuga dei Conti
Port-adhair Inbhir Nis	Aeroporto di Inverness
Linga Holm	Midgarth
Siapansaigh	Shapinsay
1120an	Anni 1120
680an	Anni 680
El Santuario	El Santuario
Villeta	Villeta
Amagá	Amagá
Dabeiba	Dabeiba
Geàrrloch	Gairloch
Loch Mhòrair	Loch Morar
Chaguanas	Chaguanas
Envigado	Envigado
Väversunda	Väversunda
Roinn-seòrsa:An Ostair	Categoria:Austria
Roinn-seòrsa:An Innd-Innse	Categoria:Indonesia
Roinn-seòrsa:Na Tìrean Ìsle	Categoria:Paesi Bassi
Roinn-seòrsa:Pacastan	Categoria:Pakistan
Roinn-seòrsa:A' Phòlainn	Categoria:Polonia
Roinn-seòrsa:A' Phortagail	Categoria:Portogallo
Roinn-seòrsa:An Eilbheis	Categoria:Svizzera
Roinn-seòrsa:An Ucràin	Categoria:Ucraina
Roinn-seòrsa:Bhiet-Nam	Categoria:Vietnam
Roinn-seòrsa:Impireachd na Ròimhe	Categoria:Impero romano
Roinn-seòrsa:Mamalan	Categoria:Mammiferi
Roinn-seòrsa:Snàigean	Categoria:Rettili
Roinn-seòrsa:Eòin	Categoria:Uccelli
Roinn-seòrsa:Eòlas-nàdair	Categoria:Fisica
Roinn-seòrsa:Bith-eòlas	Categoria:Biologia
Roinn-seòrsa:Ceimigeachd	Categoria:Chimica
Roinn-seòrsa:Eachdraidh	Categoria:Storia
Roinn-seòrsa:Cruinn-eòlas	Categoria:Geografia
Roinn-seòrsa:Creideamh	Categoria:Religione
Roinn-seòrsa:Spòrs	Categoria:Sport
Roinn-seòrsa:Eòlas	Categoria:Scienza
Roinn-seòrsa:An t-Aonadh Eòrpach	Categoria:Unione europea
Reifreann air Neo-eisimealachd na h-Alba 2014	Referendum sull'indipendenza della Scozia del 2014
Viktor Yushchenko	Viktor Juščenko
Swona	Swona
Pierres de Lecq	Pierres de Lecq
Lachine	Lachine
Yossi & Jagger	Yossi & Jagger
Kaneohe, Hawaii	Kaneohe
Gèidse	Gauge
Network Rail	Network Rail
Bheastraigh	Westray (isola)
Feamainn dubh	Fucus serratus
Fàsach dathte (Astràilia)	Deserto Dipinto (Australia)
Ketchum, Idaho	Ketchum (Idaho)
Ebéjico	Ebéjico
Tocaima	Tocaima
Aranzazu (baile)	Aranzazu
Chocontá (Cundinamarca)	Chocontá
Fómeque	Fómeque
Santa Rosa de Viterbo	Santa Rosa de Viterbo (Colombia)
Itagüí	Itagüí
Arailt	Aroldo
Gleann Fhionghain	Glenfinnan
Kapiti Coast District	Distretto di Kapiti Coast
Breig (càr)	Freno
Tonypandy	Tonypandy
Coinneach	Kenneth
610an RC	Anni 610 a.C.
Gàidhlig Chanada	Dialetto gaelico canadese
Waimakariri District	Distretto di Waimakariri
Sgioba nàiseanta rugbaidh Shiombabue	Nazionale di rugby a 15 dello Zimbabwe
Gròt	Groat
Great Salt Lake Desert	Deserto del Gran Lago Salato
Selchidh (Neach-ròn)	Selkie
Bailiùn-adhair teth	Mongolfiera
Romhsaigh	Rousay
Out Skerries	Outer Skerries
Papa Stour	Papa Stour
Præstø	Præstø
Soaigh	Soay
Orientalism (leabhar)	Orientalismo (saggio)
Vallenato	Vallenato
Brosnachadh Bhruis	Scots Wha Hae
Entrerríos	Entrerríos
Ramiriquí	Ramiriquí
Heliconia (Antioquia)	Heliconia (Colombia)
Liborina	Liborina
Guatavita (Cundinamarca)	Guatavita (Colombia)
Chitagá	Chitagá
Barichara	Barichara
Agrado	El Agrado
Guateque	Guateque
La Palma (Cundinamarca)	La Palma (Colombia)
Nóvita (Chocó)	Nóvita
Hempstead, Eabhraig Nuadh	Hempstead (New York)
Hauraki District	Distretto di Hauraki
Vaila	Vaila (isola)
's-Graveland	's-Graveland
Holm of Papa	Holm of Papa
Dùdach (Ceòl)	Bugle
Llanberis	Llanberis
Hurunui District	Distretto di Hurunui
Gobha	Fabbro
Bruis-chinn	Spazzola (utensile)
Rìoghachd na Pòlainn (1385 - 1569)	Regno di Polonia (1385-1569)
Helliar Holm	Helliar Holm
Sùlaire	Morus (zoologia)
Piedras (Tolima)	Piedras
El Cocuy	El Cocuy
Tibirita	Tibirita
Innis Choluim	Inchcolm
Fàsach Ordos	Deserto Ordos
Aonadh Rugbaidh na h-Èireann	Federazione di rugby a 15 dell'Irlanda
Isla Grande de Tierra del Fuego	Isola Grande della Terra del Fuoco
Kawerau	Distretto di Kawerau
Sgioba nàiseanta rugbaidh Côte d'Ivoire	Nazionale di rugby a 15 della Costa d'Avorio
Cogadh nam Boer	Guerre boere
Rhaeadr Gwy	Rhayader
Jens C. Skou	Jens Christian Skou
An Lorgain	Lurgan
Ball-maise	Ornamento
Bròg-cuibhle	Pattinaggio a rotelle
Cuaraidh Penrhyn	Cava di Penrhyn
Rosbrog	Roxburgh
Panevėžys	Panevėžys
Pentre Ifan	Pentre Ifan
Siorrachd an Rìgh, Eilean Eòin	Contea di Kings (Isola del Principe Edoardo)
Porfirio Barba Jacob	Porfirio Barba-Jacob
Bàta-sàbhalaidh	Lancia di salvataggio
Oi Polloi	Oi Polloi
Corn Holm	Corn Holm
Rysa Little	Rysa Little
Holm of Huip	Holm of Huip
Kili Holm	Kili Holm
Calf of Flotta	Calf of Flotta
Tararua District	Distretto di Tararua
Chichilak'i	Chichilaki
Gob an Choire	Achill Sound
Cocairix	Panoramix
Carraig Uí Leighin	Carrigaline
Stronsaigh	Stronsay
Una Voce	Foederatio Internationalis Una Voce
Waipa District	Distretto di Waipa
Waitaki District	Distretto di Waitaki
South Waikato District	Distretto di South Waikato
South Wairarapa District	Distretto di South Wairarapa
Mackenzie District, Sealainn Nuaidh	Distretto di Mackenzie
Holm of Scockness	Holm of Scockness
Linne Tatha	Firth of Tay
Aberaeron	Aberaeron
Rhiwabon	Ruabon (Regno Unito)
Sabaneta	Sabaneta
Irbhinn	Irvine (Regno Unito)
Rionegro	Rionegro (Antioquia)
Teine-èiginn	Nodfyr
Inneal smùid	Macchina del fumo
New Albany, Mississippi	New Albany (Mississippi)
Berne, Indiana	Berne (Indiana)
Gruagach	Brownie
Port Ghlaschu	Port Glasgow
Geàrr-sgrìobhadh Tiro	Note tironiane
Oilthigh Robert Gordon	Robert Gordon University
Aganas	St Agnes (Isole Scilly)
An Luirg	Lairg
Rhuddlan	Rhuddlan
An Gleann, Contae Aontroma	Glyn
Lann Abhaigh	Glenavy
Latha a' Bhreitheanais	Giudizio universale
Abhainn Lìobhann	Leven (fiume)
Lios Mór (Èirinn)	Lismore (Irlanda)
Carraig an tSionnaigh	Foxrock
Stac Leibhinis	Stac Levenish
Valverde	Valverde (Spagna)
Qunu	Qunu
Llansawel, Castell-nedd Port Talbot	Briton Ferry
Loch Ceiteirein	Loch Katrine (Regno Unito)
Loch Seile	Loch Shiel
Tighearnas nan Eilean	Signore delle Isole
Barbacoas (Nariño)	Barbacoas (Colombia)
Manannan mac Lir	Manannan mac Lir
Windham, Connecticut	Windham (Connecticut)
Joris van der Haagen	Joris van der Haagen
Dréan	Dréan
Nanhyfer	Nevern
Otorohanga	Distretto di Otorohanga
Northern Ireland Railways	Northern Ireland Railways
Rubha Àird nam Murchan	Ardnamurchan Point
Puerto Berrío	Puerto Berrío
Barbosa	Barbosa (Antioquia)
Cocorná	Cocorná
La Ceja	La Ceja
Alex van Halen	Alex van Halen
Y Mwmbwls	The Mumbles (Regno Unito)
Na Muppets	Muppet
Lakeport, Calafòrnia	Lakeport (California)
Jackson, Calafòrnia	Jackson (California)
Seventh Tree	Seventh Tree
Southland District	Distretto di Southland
South Taranaki District	Distretto di South Taranaki
Waikato District	Distretto di Waikato
Windsor, Alba Nuadh	Windsor (Nuova Scozia)
Nefyn	Nefyn
Rolf Harris	Rolf Harris
Gille-tòine	Frocio
Chaparral	Chaparral (Colombia)
Quincy, Calafòrnia	Quincy (California)
Bryn-mawr	Brynmawr
Rusk Holm	Rusk Holm
Roinn-seòrsa:Soilleireachadh	Categoria:Pagine di disambiguazione
Obar Chrombaidh	Abercrombie (Fife)
Aonghas Pàdraig Caimbeul	Angus Peter Campbell
Roinn-seòrsa:Na h-Olympics	Categoria:Giochi olimpici
Roinn-seòrsa:Feallsanachd	Categoria:Filosofia
Roinn-seòrsa:Eòlas-inntinn	Categoria:Psicologia
Roinn-seòrsa:Crìosdaidheachd	Categoria:Cristianesimo
Roinn-seòrsa:Islam	Categoria:Islam
Baile Meireanach	Balmerino
Leabhar Dhèir	Book of Deer
Bodach-ròcais	Spaventapasseri
Ynys Enlli	Bardsey Island
Biwmares	Beaumaris (Regno Unito)
Drochaid a' Bhanna	Bonar Bridge
Baile an Daighin	Ballindine
Hendy-gwyn	Whitland
One Time	One Time
Norrard Rocks	Norrard Rocks (Isole Scilly)
BBC Wales	BBC Wales
Castell-nedd	Neath
Siorrachd na Banrìghinn, Eilean Eòin	Contea di Queens (Isola del Principe Edoardo)
Siorrachd na Banrìghinn	Contea di Queens (Nuova Scozia)
Ynys Samson	Samson (Isole Scilly)
Obar Dhobhair	Aberdour
Y Rhyl	Rhyl
Aonadh Rugbaidh na Cuimrigh	Federazione di rugby a 15 del Galles
Wildernis	Wilderness (Sudafrica)
Universidad Pontificia Bolivariana	Universidad Pontificia Bolivariana
Oilthigh St. Francis Xavier	Saint Francis Xavier University
Cadha	Gravina (geologia)
Llanybydder	Llanybydder
