Afrika	Africa
FK Sarajevo	Fudbalski Klub Sarajevo
Konvenzjoni ta' Vjenna dwar id-Dritt tat-Trattati	Convenzione di Vienna sul diritto dei trattati
Mathé Altéry	Mathé Altéry
Muniti tal-ewro ta' Malta	Monete euro maltesi
Kampjonati Ewropej tal-Futbol 2008	Campionato europeo di calcio 2008
Myrmecobiidae	Myrmecobius fasciatus
Papessa Ġovanna	Papessa Giovanna
Ġwann Marija Vianney	Giovanni Maria Vianney
Ottorino Respighi	Ottorino Respighi
Fenek pigmew	Brachylagus idahoensis
FC Pyunik	P'yownik Fowtbolayin Akowmb
Mikrostat	Microstato (geografia politica)
Vinċenz de Paul	Vincenzo de' Paoli
Premier League Bjelorussu	Vysšaja Liha
Linfield FC	Linfield Football Club
Peramelemorphia	Peramelemorphia
Anders Lindegaard	Anders Lindegaard
Florentino Pérez	Florentino Pérez
Ċipru fil-Festival tal-Eurovision	Cipro all'Eurovision Song Contest
Marca	Marca
Diżugwaljanza ta' Čebyšëv	Disuguaglianza di Čebyšëv
Rabat	Rabat (disambigua)
Anton Buttigieg	Anton Buttigieg
Kwalifikazzjoni għat-Tazza tad-Dinja tal-Futbol 2010 (UEFA) - Grupp 2	Qualificazioni al campionato mondiale di calcio 2010 - UEFA - Fase a gironi, gruppo 2
Halloween	Halloween
Kuruna tal-Avvent	Corona d'Avvento
FIFA	Fédération Internationale de Football Association
Dipendenza (Informatika)	Accoppiamento (informatica)
Primera Divisió	Primera Divisió
Liebru Etjopjan	Lepus fagani
Liebru tal-altipjan tal-Etjopja	Lepus starcki
Birżebbuġa	Birzebbugia
Imblokk Kontinentali	Blocco Continentale
Tupaia	Tupaia
Lista ta' pajjiżi skont l-erja	Stati per superficie
Sumgayit PFC	Futbol Klubu Sumqayit
Kampjonati Ewropej tal-Futbol	Campionato europeo di calcio
Emmanuel Muscat	Emmanuel Muscat
FC Wacker Innsbruck (2002)	Fußballclub Wacker Innsbruck
Msida Saint-Joseph FC	Msida Saint-Joseph Football Club
Constant Vanden Stock Stadium	Constant Vanden Stock Stadium
Pangolin ta' denbu twil	Manis tetradactyla
NK Široki Brijeg	Nogometni Klub Široki Brijeg
SV Mattersburg	Sportverein Mattersburg
Jean Parisot de la Valette	Jean de la Valette
Fażi eliminatorja tal-UEFA Champions League 2012–13	UEFA Champions League 2012-2013 (fase a eliminazione diretta)
Wayne Rooney	Wayne Rooney
Kwalifikazzjoni għat-Tazza tad-Dinja tal-Futbol 2010 (UEFA) - Grupp 1	Qualificazioni al campionato mondiale di calcio 2010 - UEFA - Fase a gironi, gruppo 1
Marsa	Marsa (Malta)
Tim nazzjonali tal-futbol tal-Awstralja	Nazionale di calcio dell'Australia
Finali tat-Tazza tad-Dinja tal-Futbol 2006	Finale del campionato mondiale di calcio 2006
Pangolin Malajan	Manis javanica
Nouvelle Fédération-Board	NF-Board
Alfonsu Marija de Liguori	Alfonso Maria de' Liguori
Bulgarija fil-Festival tal-Eurovision	Bulgaria all'Eurovision Song Contest
Ukraina fil-Festival tal-Eurovision	Ucraina all'Eurovision Song Contest
Bożnija u Ħerżegovina fil-Festival tal-Eurovision	Bosnia ed Erzegovina all'Eurovision Song Contest
Gwen John	Gwen John
Fenetika	Fenetica
Vande Mataram	Vande Mataram
Music from The Body	Music from @@@u0026The Body"
Mario Grech	Mario Grech
Nihat Kahveci	Nihat Kahveci
Elisabetta Canalis	Elisabetta Canalis
Nela Pocisková	Nela Pocisková
Christina Metaxa	Christina Metaxa
Jetty Paerl	Jetty Paerl
Ira Losco	Ira Losco
Ilary Blasi	Ilary Blasi
Olivia Lewis	Olivia Lewis
Pika ta' Forrest	Ochotona forresti
Didelphis	Didelphis
Hasse Jeppson	Hasse Jeppson
CE Principat	Club Esportiu Principat
Piero Soderini	Pier Soderini
Istitut tal-Unjoni Ewropea għall-Istudji dwar is-Sigurtà	Istituto dell'Unione europea per gli studi sulla sicurezza
Morena Camilleri	Morena Camilleri
Oscar Romero	Óscar Romero
Marte	Marte
Nickelodeon (Amerika)	Nickelodeon (disambigua)
Karl Shuker	Karl Shuker
Lisandro López	Lisandro López
Chris Eagles	Chris Eagles
Gianluca Ramazzotti	Gianluca Ramazzotti
ASEAN Football Federation	ASEAN Football Federation
Robertu Bellarmino	Roberto Bellarmino
St. Georges FC	St. George's Football Club
Fenek tax-xmara	Bunolagus monticularis
Fenek ta' Assam	Caprolagus hispidus
Salve Reġina	Salve Regina
FK Liepājas Metalurgs	Futbola klubs Liepājas Metalurgs
Michael Mifsud	Michael Mifsud
L-Iklin	L'Iclin
John O'Shea	John O'Shea (calciatore 1981)
Guillermo Stábile	Guillermo Stábile
Massimo Busacca	Massimo Busacca
Ritchie De Laet	Ritchie De Laet
Manucho Gonçalves	Manucho
Diego Cavalieri	Diego Cavalieri
Bernd Leno	Bernd Leno
Urby Emanuelson	Urby Emanuelson
Pika ta' Nubra	Ochotona nubrica
Pika ta' Gaoligong	Ochotona gaoligongensis
Liebru tad-deżert	Lepus tibetanus
Cryptonanus	Cryptonanus
Pika ħamra taċ-Ċina	Ochotona erythrotis
Pika ta' Thomas	Ochotona thomasi
Pika sewda	Ochotona nigritia
Pika ta' Tsing-ling	Ochotona huangensis
Pika tal-Ħimalaja	Ochotona himalayana
Gurban Gurbanov	Qurban Qurbanov
Paolo Borsellino	Paolo Borsellino
Żurrieq FC	Żurrieq Football Club
Martin de Porres	Martino de Porres
Jô	Jô
Adem Ljajić	Adem Ljajić
Lucien Laurent	Lucien Laurent
Sebastian Prödl	Sebastian Prödl
Julien Faubert	Julien Faubert
Danny Simpson	Danny Simpson
Ruġġieru I ta' Sqallija	Ruggero I di Sicilia
Michael Mancienne	Michael Mancienne
Dong Fangzhuo	Dong Fangzhuo
San Ġennaru	San Gennaro
Carlos Eugênio Simon	Carlos Simon
Frans Sammut	Frans Sammut
Pascal Zuberbühler	Pascal Zuberbühler
Stanislav Šesták	Stanislav Šesták
Franco Di Santo	Franco Di Santo
Luis Monti	Luis Monti
Patrick Müller	Patrick Müller
Bachir Gemayel	Bashir Gemayel
Digão	Digão
Leonardo Sciascia	Leonardo Sciascia
Edward Maya	Edward Maya
Federazzjoni tal-Futbol tal-Andorra	Federazione calcistica di Andorra
Gonzalo Javier Rodríguez	Gonzalo Javier Rodríguez
Tazza tad-Dinja VIVA	Coppa del mondo VIVA
Premier League Malti	Premier League Malti
Serebro	Serebro
Nicolas Douchez	Nicolas Douchez
Kroazja fil-Festival tal-Eurovision	Croazia all'Eurovision Song Contest
La Liga	Primera División (Spagna)
Joel Obi	Joel Obi
Premier League Ażerbajġan	Premyer Liqası
Mike Bongiorno	Mike Bongiorno
George Anthony Frendo	George Frendo
Alleati tat-Tieni Gwerra Dinjija	Alleati della seconda guerra mondiale
Repubblika Ċeka fil-Festival tal-Eurovision	Repubblica Ceca all'Eurovision Song Contest
Valletta FC	Valletta Football Club
Serbja u Montenegro fil-Festival tal-Eurovision	Serbia e Montenegro all'Eurovision Song Contest
Jerzy Grotowski	Jerzy Grotowski
FC Ararat Yerevan	Ararat Fowtbolayin Akowmb
Gerald Strickland	Gerald Strickland
Gustavo Gutiérrez	Gustavo Gutiérrez
Francesco Buhagiar	Francesco Buhagiar
Joe Sacco	Joe Sacco
Difensur	Difensore
Liebru Abissinjan	Lepus habessinicus
Achinoam Nini	Noa
Ħamrun	Ħamrun
Ħamrun Spartans FC	Ħamrun Spartans Football Club
Caravaggio	Caravaggio (disambigua)
Jores Okore	Jores Okore
Gary Neville	Gary Neville
Balzan FC	Balzan Youths Football Club
Roland Linz	Roland Linz
Johnny Leoni	Johnny Leoni
San Staniżlaw Martri	Stanislao di Cracovia
Emiliano Insúa	Emiliano Insúa
Tim Matthys	Tim Matthys
Ritratt ta' Adele Bloch-Bauer I	Ritratto di Adele Bloch-Bauer I
Anthony Mamo	Anthony Mamo
Paul Van Himst	Paul Van Himst
György Garics	György Garics
Cercle Brugge KSV	Cercle Brugge Koninklijke Sportvereniging
Adolfo Zumelzú	Adolfo Zumelzú
Unuri tat-Tazza tad-Dinja tal-Futbol	Riconoscimenti accessori al campionato mondiale di calcio
Kwalifikazzjoni għat-Tazza tad-Dinja tal-Futbol 2010 (UEFA) - Grupp 6	Qualificazioni al campionato mondiale di calcio 2010 - UEFA - Fase a gironi, gruppo 6
KV Oostende	Koninklijke Voetbalclub Oostende
Memorial Day	Memorial Day
Mixja Neokatekumenali	Cammino neocatecumenale
Unuri għall-klabbs tal-UEFA	UEFA Club Football Awards
Bloggosfera	Blogosfera
Life of Pi	Vita di Pi
Lingwa tas-Sinjali Taljana	Lingua dei segni italiana
SV Zulte Waregem	Sportvereniging Zulte Waregem
Semih Şentürk	Semih Şentürk
Helder Camara	Hélder Pessoa Câmara
Tupaja tat-Tramuntana	Tupaia belangeri
Martri tal-Korea	Martiri coreani
Dasyurus	Dasyurus
Mattia De Sciglio	Mattia De Sciglio
San Gejtanu	Gaetano Thiene
Kurt Calleja	Kurt Calleja
Krassimir Avramov	Krassimir Avramov
Deividas Šemberas	Deividas Šemberas
Pawlu Miki	Paolo Miki
UEFA Europa League 2012–13	UEFA Europa League 2012-2013
Ivan Leko	Ivan Leko
Premier League Malti 1925–26	Premier League Malti 1925-1926
Ameridelphia	Ameridelphia
Marsaxlokk FC	Marsaxlokk Football Club
Servizz Awstrijak barra l-pajjiż	Servizio austriaco all'estero
Pangolin Ġgant	Manis gigantea
Lamantin Afrikan	Trichechus senegalensis
Mario Corso	Mario Corso
Deloitte Football Money League	Deloitte Football Money League
Serbja fil-Festival tal-Eurovision	Serbia all'Eurovision Song Contest
Assoċjazzjoni tal-Futbol Albaniż	Federazione calcistica dell'Albania
Mosta FC	Mosta Football Club
Inga u Anush Arshakyans	Inga ed Anush Arshakyans
Ivan Zammit	Ivan Zammit
Gżira United FC	Gżira United Football Club
Żebbuġ	Żebbuġ
Lija Athletic FC	Lija Athletic Football Club
Dingli Swallows FC	Dingli Swallows Football Club
Fenek ta' denbu qotni tal-Ingilterra l-Ġdida	Sylvilagus transitionalis
OFC	OFC
Leporidu	Hazen
Andrea Petagna	Andrea Petagna
Innu tal-Emirati Għarab Magħquda	Ishy Bilady
Università ta' Malta	Università di Malta
Ħal Għaxaq	Asciac
Plesiadapiformes	Plesiadapiformes
Premier League Malti 1957–58	Premier League Malti 1957-1958
Liebru xkupa	Lepus castroviejoi
Ungerija fil-Festival tal-Eurovision	Ungheria all'Eurovision Song Contest
Pika tal-fidda	Ochotona argentata
Facundo Roncaglia	Facundo Roncaglia
Kwalifikazzjoni għat-Tazza tad-Dinja tal-Futbol 2010 (UEFA) - Grupp 8	Qualificazioni al campionato mondiale di calcio 2010 - UEFA - Fase a gironi, gruppo 8
Fredrik Stenman	Fredrik Stenman
Hilma af Klint	Hilma af Klint
Owen Hargreaves	Owen Hargreaves
Alternattiva Demokratika	Alternativa Democratica (Malta)
Elvedin Džinić	Elvedin Džinič
Roderick Briffa	Roderick Briffa
Papa Franġisku	Papa Francesco
Roman Kienast	Roman Kienast
Lamantin Amazoniku	Trichechus inunguis
Preguinho	Preguinho
SV Ried	Sportvereinigung Ried von 1912
Petr Elfimov	Petr Elfimov
Fabio Coltorti	Fabio Coltorti
Frederick Russell Burnham	Frederick Russell Burnham
Guillermo Subiabre	Guillermo Subiabre
Il-Ktieb ta' Mormon	Libro di Mormon
Santa Madalena Sofia Barat	Madeleine-Sophie Barat
Eddie Gustafsson	Eddie Gustafsson
Slovakkja fil-Festival tal-Eurovision	Slovacchia all'Eurovision Song Contest
Carlos Peucelle	Carlos Peucelle
Fud Leclerc	Fud Leclerc
Yulia Savicheva	Julija Stanislavovna Savičeva
Mattia Preti	Mattia Preti
Prospero Grech	Prosper Grech
Víctor Fernández	Víctor Fernández
It-Twerżiqa	L'urlo
Fabrizio Faniello	Fabrizio Faniello
Euarchontoglires	Euarchontoglires
Paramore	Paramore
Ħal Luqa	Luca (Malta)
Klabb tal-futbol	Squadra di calcio
Pangolin ta' Temminck	Manis temminckii
Festival tal-Eurovision taż-Żgħar 2008	Junior Eurovision Song Contest 2008
Coritiba Foot Ball Club	Coritiba Foot Ball Club
Ajruport Internazzjonali ta' Tan Son Nhat	Aeroporto Internazionale Tan Son Nhat
L-Uffiċċju tal-Pubblikazzjonijiet tal-Unjoni Ewropea	Ufficio delle pubblicazioni dell'Unione europea
Nani	Luís Carlos Almeida da Cunha
Edwin van der Sar	Edwin van der Sar
Paolo Maldini	Paolo Maldini
Loreen	Loreen
Gonzalo Higuaín	Gonzalo Higuaín
Tim nazzjonali tal-futbol tat-Turkija	Nazionale di calcio della Turchia
Tim nazzjonali tal-futbol tar-Repubblika Ċeka	Nazionale di calcio della Repubblica Ceca
Tomasz Kuszczak	Tomasz Kuszczak
Anderson Luís de Abreu Oliveira	Anderson Luís de Abreu Oliveira
UEFA Champions League 2011–12	UEFA Champions League 2011-2012
Charles Manson	Charles Manson
UEFA Champions League 2012–13	UEFA Champions League 2012-2013
Arda Turan	Arda Turan
Patt tas-Sindki	Patto dei sindaci
Oġġett (filosofija)	Oggetto (filosofia)
RAEC Mons	Royal Albert-Elizabeth Club de Mons
Renault Samsung Motors	Renault Samsung Motors
Galatasaray SK	Galatasaray Spor Kulübü
Linosa	Isola di Linosa
Tazza tad-Dinja tal-Futbol tal-Klabbs 2005	Coppa Toyota del campionato del mondo per club FIFA 2005
Tazza tad-Dinja tal-Futbol tal-Klabbs 2000	Campionato mondiale per club FIFA 2000
Andrew Cohen	Andrew Cohen
Andrew Hogg	Andrew Hogg
Moldova fil-Festival tal-Eurovision	Moldavia all'Eurovision Song Contest
Latvja fil-Festival tal-Eurovision	Lettonia all'Eurovision Song Contest
Nichi Vendola	Nichi Vendola
Giovanna Garzoni	Giovanna Garzoni
Waasland-Beveren	Koninklijke Voetbalclub Red Star Waasland - Sportkring Beveren
Liebru ta' Yarkand	Lepus yarkandensis
Kwalifikazzjoni għat-Tazza tad-Dinja tal-Futbol 2010 (CONMEBOL)	Qualificazioni al campionato mondiale di calcio 2010 - CONMEBOL
KS Bylis Ballsh	Klubi Sportiv Bylis Ballsh
Prolagus	Prolagus
Liebru ta' Granada	Lepus granatensis
Matías Suárez	Matías Suárez
Mircea Rednic	Mircea Rednic
Radja Nainggolan	Radja Nainggolan
Qormi FC	Qormi Football Club
Felipe Santana	Felipe Santana
Xgħajra	Sciaira
André Maschinot	André Maschinot
André Schembri	André Schembri
Stade Charles Tondreau	Stade Charles Tondreau
Tibdil fil-Lingwa	Cambiamento linguistico
Awstrija v Żvizzera (1954)	Austria-Svizzera 7-5
Ronaldo	Ronaldo
Patrick Ouchène	Patrick Ouchène
Kwalifikazzjoni għall-Kampjonati Ewropej tal-Futbol 2012 - Grupp Ċ	Qualificazioni al campionato europeo di calcio 2012 - Gruppo C
Kaká	Kaká
FC Shakhtyor Salihorsk	Futbol'ny Klub Šachcër Salihorsk
Dasyurini	Dasyurini
Kalkara	Calcara (Malta)
Wied il-Għajn (Marsaskala)	Marsascala
Badjcinus	Badjcinus turnbulli
Pika ta' Ladak	Ochotona ladacensis
Aleksandar Trajkovski	Aleksandar Trajkovski
Joseph Calleja	Joseph Calleja
Liebru l-ġebel aħmar ta' Smith	Pronolagus rupestris
Sant’Anġlu ta’ Sqallija	Angelo da Gerusalemme
Liebru l-ġebel aħmar ta' Jameson	Pronolagus randensis
Rivalità bejn Liverpool FC u Manchester United FC	Derby d'Inghilterra
Marietta Robusti	Marietta Robusti
FK Leotar	Fudbalski Klub Leotar
FC Neman Grodno	Futbol'ny Klub Nëman Hrodna
Rumanija fil-Festival tal-Eurovision	Romania all'Eurovision Song Contest
Mario Evaristo	Mario Evaristo
Trofew Bravo	Trofeo Bravo
Jelle Vossen	Jelle Vossen
Manuel Rosas	Manuel Rosas
Pawlu Cremona	Paul Cremona
Marcel Langiller	Marcel Langiller
Alfred Sant	Alfred Sant
Giuseppe Merisi	Giuseppe Merisi
Claudio Baglioni	Claudio Baglioni
Luka Peruzović	Luka Peruzović
Fenek tal-istrixxi ta' Annam	Nesolagus timminsi
Annetto Depasquale	Annetto Depasquale
Tupaja ta' Horsfield	Tupaia javanica
Lista tal-kodiċi nazzjonali tal-FIFA	Lista dei codici nazionali della FIFA
Dun Karm Psaila	Carmelo Psaila
Liebru antilop	Lepus alleni
Liebru sufi	Lepus oiostolus
Tupaja tal-Filippini	Urogale everetti
Senġi tal-buxxveld	Elephantulus intufi
Tupaja ta' Madras	Anathana ellioti
Tupaja komuni	Tupaia glis
Senġi ħamrani	Elephantulus rufescens
Fenek tal-art mistgħadra	Sylvilagus aquaticus
FC Mika	Mika Fowtbolayin Akowmb
Santa Venera	Santa Venera (Malta)
Tazza tad-Dinja VIVA 2006	Coppa del mondo VIVA 2006
Antoine Zahra	Antoine Zahra (1977)
Pika tal-isteppa	Ochotona pusilla
Munxar	Monsciar
Super Cup Maltija	Supercoppa di Malta
Partit Nazzjonalista (Malta)	Partito Nazionalista (Malta)
FC Minsk	Futbol'ny Klub Minsk
Galea	Galea (disambigua)
Francesco Azzopardi	Francesco Azopardi
Premier League Malti 1953–54	Premier League Malti 1953-1954
Ħal Kirkop	Chircop
Sannat	Sannat (Gozo)
Super Cup Ewropea 2013	Supercoppa UEFA 2013
Jeroen Simaeys	Jeroen Simaeys
Logħob tal-Pajjiżi ż-Żgħar tal-Ewropa 2009	XIII Giochi dei piccoli stati d'Europa
Xagħra	Caccia (Gozo)
Dun Ġorġ Preca	Giorgio Preca
Fenek ta' denbu qotni tad-deżert	Sylvilagus audubonii
FC Encamp	Futbol Club Encamp
Kon-Katidral ta' San Ġwann	Concattedrale di San Giovanni
FIFA Puskás Award	FIFA Puskás Award
Folivoru	Folivoro
Dyson Falzon	Dyson Falzon
KV Kortrijk	Koninklijke Voetbalclub Kortrijk
Nunzjatura Appostolika	Nunziatura apostolica
Wikipedija:Abbrevjazzjoni	Wikipedia:Abbreviazioni
Croagh Patrick	Croagh Patrick
Australidelphia	Australidelphia
Gżira (lokalità)	Gezira (Malta)
Steve Borg	Steve Borg
Tupaja ta' żaqqu dehebi	Tupaia chrysogaster
UE Sant Julià	Unió Esportiva Sant Julià
The Kite Runner	Il cacciatore di aquiloni
Luzzu	Luzzu
Fenek ta' Bunyoro	Poelagus marjorita
TM-XML	TM-XML
Liebru ta' denbu iswed	Lepus californicus
Leġjun ta' Marija	Legio Mariae
Battalja ta' Champaubert	Battaglia di Champaubert
Madonna ta' Coromoto	Nostra Signora di Coromoto
Qerda tal-innoċenti	Strage degli innocenti
Senġi ta' Kap	Elephantulus edwardii
Beerschot AC	Koninklijke Beerschot Antwerpse Club
UE Santa Coloma	Unió Esportiva Santa Coloma
Malta fil-Festival tal-Eurovision	Malta all'Eurovision Song Contest
Argosstadion Achter de Kazerne	Argosstadion Achter de Kazerne
Gianpaolo Bellini	Gianpaolo Bellini
Antechinus	Antechinus
Tupaja ta' saqajħ twal	Tupaia longipes
Mario Been	Mario Been
Tupaja l-kbir	Tupaia tana
Tumas Dingli	Tommaso Dingli
Alof de Wignacourt	Alof de Wignacourt
Ħal Safi	Safi (Malta)
Pika ħamra tat-Turkestan	Ochotona rutila
Mario Carević	Mario Carević
Japok	Chironectes minimus
Glires	Glires
Cinco de Mayo	Cinco de Mayo
Premier League Malti 1959–60	Premier League Malti 1959-1960
Litwanja fil-Festival tal-Eurovision	Lituania all'Eurovision Song Contest
Liebru ta' Tehuantepec	Lepus flavigularis
Rashad Sadiqov	Rəşad Əbülfəz Sadıqov
Shirak FC	Širak Fowtbolayin Akowmb
Robert-Joseph Pothier	Robert Joseph Pothier
Kwalifikazzjoni għat-Tazza tad-Dinja tal-Futbol 2010 (UEFA) - Grupp 7	Qualificazioni al campionato mondiale di calcio 2010 - UEFA - Fase a gironi, gruppo 7
Fenek tal-vulkan	Romerolagus diazi
San Ġiljan (lokalità)	San Giuliano (Malta)
Xlendi	Xlendi
Arjan Swinkels	Arjan Swinkels
Ouija Board	Ouija
Kerċem	Kerċem
Iqbal Masih	Iqbal Masih
San Franġisk t'Assisi	Francesco d'Assisi
Tim nazzjonali tal-futbol tal-Italja	Nazionale di calcio dell'Italia
Insettivoru	Insettivoro
Daknamstadion	Daknamstadion
European Border Breakers Awards	European Border Breakers Awards
Pietà Hotspurs FC	Pietà Hotspurs Football Club
Justin Haber	Justin Haber
Premier League Malti 1950–51	Premier League Malti 1950-1951
Il-Portal tas-Saħħa-UE	Salute-EU
Partit Laburista (Malta)	Partito Laburista (Malta)
Pronolagus	Pronolagus
Trzebinia	Trzebinia
Fenek ta' Amami	Pentalagus furnessi
Lovebugs	Lovebugs
Mġarr	Mugiarro
Kolokolo	Dromiciops gliroides
Wolfsberger AC	Wolfsberger Athletiksport-Club
FK Khazar Lankaran	Xəzər-Lənkəran Futbol Klubu
SV Grödig	Sportverein Grödig
FC Admira Wacker Mödling	Fussballclub Admira Wacker Mödling
Bolla fiskali	Marca da bollo
Erich Hof	Erich Hof
SP Tre Penne	Società Polisportiva Tre Penne
FC Lusitanos	Futbol Club Lusitans la Posa
Logan Bailly	Logan Bailly
Cartoon Network	Cartoon Network
De facto	De facto
Lista ta' pajjiżi skont il-popolazzjoni	Stati per popolazione
Klad	Clade
Kaptan (futbol)	Capitano (calcio)
David Carabott	David Carabott
Joe Brincat	Joe Brincat
Kunsilli lokali ta' Malta	Suddivisioni di Malta
AS (gazzetta)	AS (quotidiano)
Kwalifikazzjoni għall-Kampjonati Ewropej tal-Futbol 2012 - Grupp B	Qualificazioni al campionato europeo di calcio 2012 - Gruppo B
Tim nazzjonali tal-futbol tal-Komunità tal-Istati Indipendenti	Nazionale di calcio della Comunità degli Stati Indipendenti
Kwalifikazzjoni għall-Kampjonati Ewropej tal-Futbol 2012 - Grupp A	Qualificazioni al campionato europeo di calcio 2012 - Gruppo A
Vadis Odjidja-Ofoe	Vadis Odjidja-Ofoe
Inter Baku PFC	İnter Peşəkar İdman Klubu
FK Qarabağ	Futbol Klubu Qarabağ Ağdam
Albert Hyzler	Albert Hyzler
Lierse SK	Koninklijke Lierse Sportkring
Tim nazzjonali tal-futbol tar-Russja	Nazionale di calcio della Russia
FC Gomel	Futbol'ny Klub Homel'
Floriana FC	Floriana Football Club
Euarchonta	Euarchonta
Assoċjazzjoni tal-Futbol ta' Malta	Federazione calcistica di Malta
Kwalifikazzjoni għall-Kampjonati Ewropej tal-Futbol 2012 - Grupp Ħ	Qualificazioni al campionato europeo di calcio 2012 - Gruppo H
Inter Club d'Escaldes	Inter Club d'Escaldes
Ester	Ester (Bibbia)
Lorenzo Staelens	Lorenzo Staelens
Cobh	Cobh
László Köteles	László Köteles
John van den Brom	John van den Brom
Fażi tal-gruppi tal-UEFA Champions League 2012–13	UEFA Champions League 2012-2013 (fase a gironi)
Alex Thépot	Alex Thépot
Margaritu ta' Brindisi	Margarito di Brindisi
Luke Dimech	Luke Dimech
Gintaras Staučė	Gintaras Staučė
Pawlu Boffa	Paul Boffa
Nicolò Isouard	Nicolas Isouard
Kronoloġija tal-matematika	Cronologia della matematica
Ġużeppi Moscati	Giuseppe Moscati
Rhynchocyon	Rhynchocyon
Dendrohyrax	Dendrohyrax dorsalis
Glaucodon	Glaucodon ballaratensis
Filfla	Filfola
Ħal Tarxien	Tarscen
Gilbert Agius	Gilbert Agius
Ġużeppi Mercieca	Joseph Mercieca
Tupaja ta' denbu pinna	Ptilocercus lowii
Liebru ta' Kap	Lepus capensis
Fenek ta' denbu qotni	Sylvilagus
Rabat Ajax FC	Rabat Ajax Football Club
Kwalifikazzjoni għall-Kampjonati Ewropej tal-Futbol 2012 - Grupp Ġ	Qualificazioni al campionato europeo di calcio 2012 - Gruppo G
JK Nõmme Kalju	Jalgpalliklubi Nõmme Kalju
Fond Soċjali Ewropew	Fondo sociale europeo
Birgu	Vittoriosa
Rabat (Għawdex)	Rabat (Gozo)
Pangolin tas-siġar	Manis tricuspis
Kwalifikazzjoni għall-Kampjonati Ewropej tal-Futbol 2012 - Grupp I	Qualificazioni al campionato europeo di calcio 2012 - Gruppo I
Kwalifikazzjoni għall-Kampjonati Ewropej tal-Futbol 2012 - Grupp F	Qualificazioni al campionato europeo di calcio 2012 - Gruppo F
Kwalifikazzjoni għall-Kampjonati Ewropej tal-Futbol 2012 - Grupp E	Qualificazioni al campionato europeo di calcio 2012 - Gruppo E
Kwalifikazzjoni għall-Kampjonati Ewropej tal-Futbol 2012 - Grupp D	Qualificazioni al campionato europeo di calcio 2012 - Gruppo D
Pangolin Indjan	Manis crassicaudata
Axxendent	Ascendente (astrologia)
L-Ewwel Diviżjoni tal-Football League	First Division
Mellieħa	Mellieħa
Gżejjer ta' San Pawl	Isole di San Paolo
FC Belshina Bobruisk	Futbol'ny Klub Belšyna Babrujsk
FC Torpedo-BelAZ Zhodino	Futbol'ny Klub Tarpeda Žodzina
Bormla	Cospicua
FC Banants	Bananc' Fowtbolayin Akowmb
Għajnsielem	Għajnsielem
Edmond Agius	Edmond Agius
Foeke Booy	Foeke Booy
Pika (sottoġeneru)	Pika
David Hubert	David Hubert
Edward Herrera	Edward Herrera
It-Tieni Diviżjoni tal-Football League	Second Division
FK Olimpic	Fudbalski Klub Olimpik Sarajevo
Don Pino Puglisi	Pino Puglisi
FC Brest	Futbol'ny Klub Dynama Brėst
Tupaja tal-muntanji	Tupaia montana
Fenek ta' denbu qotni tal-Lvant	Sylvilagus floridanus
Tim nazzjonali tal-futbol ta' Malta ta' taħt il-21 sena	Nazionale Under-21 di calcio di Malta
Marsaxlokk	Marsa Scirocco
Ħal Lija	Lia (Malta)
John Buttigieg	John Buttigieg
Olivier Deschacht	Olivier Deschacht
Ħal Balzan	Balzan
President ta' Malta	Capi di Stato di Malta
Festa della Repubblica	Festa della Repubblica Italiana
Birkirkara FC	Birkirkara Football Club
Trattat ta' Adeżjoni 2003	Trattato di Atene
Dendrogale	Dendrogale
Familja Bernoulli	Bernoulli
Lista ta' timijiet nazzjonali tal-futbol tal-irġiel	Nazionale di calcio
Furjana	Floriana
FC Dnepr Mogilev	Futbol'ny Klub Dnjapro Mahilëŭ
Lingwa Awżiljari Internazzjonali	Lingua ausiliaria internazionale
FC Naftan Novopolotsk	Futbol'ny Klub Naftan Navapolack
Ulisses FC	Owlis Fowtbolayin Akowmb
Regina (grupp)	Regina (gruppo musicale)
It-Tripletta	Treble
Partizani Tirana	Futboll Klub Partizani
Kapaz PFC	Kəpəz Professional Futbol Klubu
Baħri fuku	Fuku alla marinara
Raħal Ġdid	Paola (Malta)
L-Isla	Senglea
East Asian Football Federation	East Asian Football Federation
Gandzasar FC	Ganjasar Fowtbolayin Akowmb
Liebru ta' Burma	Lepus peguensis
Fenek ta' denbu qotni tal-foresta	Sylvilagus brasiliensis
Liebru tal-Alaska	Lepus othus
Analisi armonika	Analisi armonica
UEFA Jubilee Awards	UEFA Jubilee Awards
Cleavon Frendo	Cleavon Frendo
Lemma ta’ Borel-Cantelli	Lemma di Borel-Cantelli
Daniel Bogdanović	Daniel Bogdanović
Dasyurinae	Dasyurinae
Ħad-Dingli	Dingli
Transnistrija	Transnistria
Gabala FC	Qəbələ Peşəkar Futbol Klubu
Brian Said	Brian Said
Kwalifikazzjoni għat-Tazza tad-Dinja tal-Futbol 2010 (UEFA) - Grupp 5	Qualificazioni al campionato mondiale di calcio 2010 - UEFA - Fase a gironi, gruppo 5
Kwalifikazzjoni għat-Tazza tad-Dinja tal-Futbol 2010 (UEFA) - Grupp 3	Qualificazioni al campionato mondiale di calcio 2010 - UEFA - Fase a gironi, gruppo 3
Nesolagus	Nesolagus
Għajnuna:Kontenut	Aiuto:Aiuto
Għajnuna:Gwida essenzjali	Aiuto:Tour guidato
Oud-Heverlee Leuven	Oud-Heverlee Leuven
