Afrika	Africa
Britney Spears	Britney Spears
Habdhiska Dheefshiidka	Digestione
Habka Samayska Cuntada	Fotosintesi clorofilliana
Boqortooyo	Re
Qamadi	Triticum
Kalandar	Calendario
Dhagool	Sordità
Cudur	Malattia
Niikotiin	Nicotina
Malaariyo	Malaria
Cunto xumida	Malnutrizione
Benseliin	Penicillina
Nantes	Nantes
AIDS	AIDS
Sokorow	Diabete mellito
Template:Location map Yemen	Template:Mappa di localizzazione/YEM
Mona Lisa	Gioconda
Horgale (Fiisikis)	Sistema internazionale di unità di misura
Burj Khalifa	Burj Khalifa
Gidaarka Shiinaha	Grande muraglia cinese
Abyoone	Numero intero
Kubad	Sfera
Dawladii Cabaasiyiinta	Abbasidi
Dawlada Cosmaniya	Impero ottomano
Koronto	Elettricità
Seef	Spada
Pawlo Kuwelho	Paulo Coelho
Stephan El Shaarawy	Stephan El Shaarawy
Liin	Citrus × sinensis
Af-Soomaali	Lingua somala
Aljaziira	Al Jazeera
Hal-xeraale	Rompicapo
Carabi	Lingua araba
Xorta ah	Contenuto libero
Baar	Arecaceae
Dollar	Dollaro
Ra'iisul wasaare	Primo ministro
Araga	Ottica
Calan	Bandiera
Qalin Qori	Matita
Saabaan	Arredamento
Template:Location map Sudan	Template:Mappa di localizzazione/SDN
Template:Location map Eritrea	Template:Mappa di localizzazione/ERI
Template:Location map Ethiopia	Template:Mappa di localizzazione/ETH
Template:Location map Djibouti	Template:Mappa di localizzazione/DJI
Template:Location map Somalia	Template:Mappa di localizzazione/SOM
Template:Location map Nigeria	Template:Mappa di localizzazione/NGA
Template:Location map Uganda	Template:Mappa di localizzazione/UGA
Geri	Giraffa camelopardalis
Faruur	Labbro
Shaarbo	Baffo (peli del viso)
Midowga Sofiyet	Unione Sovietica
Qolofta kore ee Dhulka	Crosta terrestre
Lil Wayne	Lil Wayne
FC Bayern München	Fußball-Club Bayern München
Queen	Queen
Kanye West	Kanye West
Huguri	Gola (anatomia)
Wikipedia:Maqaallo Xul Ah	Wikipedia:Vetrina
Template:Link FA	Template:Link V
Aduunka	Mondo
Wikipedia:Goob	Wikipedia:Bar
Nanjing	Nanchino
Mayotte	Mayotte
Goobo	Circonferenza
Cesc Fàbregas	Cesc Fàbregas
Mobile	Telefono cellulare
Goronyo	Struthio camelus
Kuuriya	Corea
Manchester	Manchester
1000	1000
999	999
Yeey	Canis lupus
1955	1955
1954	1954
1953	1953
1951	1951
1950	1950
1946	1946
1943	1943
1942	1942
1940	1940
1939	1939
1938	1938
1937	1937
1936	1936
Manchester United FC	Manchester United Football Club
1935	1935
1934	1934
Axdiga Cusub	Nuovo Testamento
Qafqaas	Caucaso
Sagaal	9 (numero)
Dabaqaroof	Scorpiones
Koobka Adduunka	Campionato mondiale di calcio
Boolo	Pelecanus
Macdin Alkaliini ah	Metalli alcalini
Macdin dhuleed ah	Metalli alcalino terrosi
Rafael Correa	Rafael Correa
Transitional Metal	Metalli del blocco d
Bir la Mood	Semimetallo
Bir Ma Ahe	Non metallo
Guruubka 17	Alogeni
Neefta Gobta	Gas nobili
5	5
4	4
3	3
Boqorad	Regina regnante
2	2
Buqarest	Bucarest
Louvre	Museo del Louvre
Motorhead	Motörhead
Dameer	Equus asinus
Wikipedia:Maqaal Cusub	Wikipedia:Voci di qualità
6	6
Axdigii Hore	Antico Testamento
Saddax-xagal	Triangolo
Lady Gaga	Lady Gaga
Luqada Hindo Yurub	Lingue indoeuropee
Breinigerberg	Breinigerberg
Muammar Qadaafi	Mu'ammar Gheddafi
Shabeel	Panthera tigris
Francesco Totti	Francesco Totti
PSY	PSY (rapper)
Nissan	Nissan Motor Co.
Walhade	Pendolo
Samsung	Samsung
Skandinafiyen	Scandinavia
Aruba	Aruba
Smartphone	Smartphone
Shidaal	Petrolio
Isuduwe Habka Juqraafiga	Coordinate geografiche
Banki	Banca
1	1
10	10
20	20
30	30
Abkhazia	Abcasia
40	40
9	9
7	7
8	8
Todoba	7 (numero)
Sideed	8 (numero)
Todobaad	Settimana
Deero	Cervidae
Baraf	Ghiaccio
Toon	Allium sativum
Musée d'Orsay	Museo d'Orsay
Anthroboloji	Antropologia
Badacas	Mar Rosso
13	13
Koonfur Ossetia	Ossezia del Sud
Ulan Bator	Ulan Bator
51	51
Jasiirad	Isola
Cad	Bianco
Madaw	Nero
37	37
900	900
Lordi	Lordi
Basal	Allium cepa
Lix	6 (numero)
700	700
Yaanyo	Solanum lycopersicum
George H. W. Bush	George H. W. Bush
68	68
89	89
11	11
Quang Binh	Provincia di Quang Binh
Entrena	Entrena
Dhulbare	Equatore
NASA	NASA
Benito Mussolini	Benito Mussolini
15	15
14	14
17	17
500	500
150	150
Qaamuus	Dizionario
Bermuda	Bermuda
Madax	Testa
Wellington	Wellington
23	23
800	800
Heesta qaranka	Inno nazionale
42	42
Afarta jiho	Punto cardinale
18	18
Nuurad	Calcare
19	19
16	16
21	21
26	26
41	41
32	32
33	33
Falastiin	Palestina
Valletta	La Valletta
200	200
38	38
43	43
39	39
24	24
79	79
61	61
104	104
29	29
102	102
100	100
Haramcad	Acinonyx jubatus
Afarta xilli	Stagione
101	101
105	105
108	108
Dhuxul Dhagax	Carbone
22	22
46	46
25	25
153	153
156	156
31	31
28	28
Liverpool	Liverpool
85	85
88	88
76	76
54	54
60	60
47	47
Guumees	Strigiformes
Nederlaan Antiilis	Antille Olandesi
Bahda Bisada	Felidae
Ambeer	Ampere
Isotope	Isotopo
Göteborg	Göteborg
Culeys	Forza peso
Geed Timir	Phoenix dactylifera
Burris	Martello
Racibórz	Racibórz
Odense	Odense
Kobe Bryant	Kobe Bryant
Luqadaha Berberiga	Lingua berbera
600	600
400	400
300	300
Tilburg	Tilburg
Dayax gacmeed	Satellite artificiale
Taylor Swift	Taylor Swift
Khaalid bin Waliid	Khalid ibn al-Walid
Bariga Afrika	Africa orientale
Fiat	FIAT
Bartamaha Ameerika	America Centrale
Af-Cafari	Lingua afar
Magrib	Maghreb
Amxaari	Lingua amarica
36)	36
Tin	Pelo
Wareeg	Perimetro
Dhar	Tessuto
Kacdoonka masar	Rivoluzione egiziana del 2011
Willis Tower	Willis Tower
Kacbada	Kaaba
Beatriks	Beatrice dei Paesi Bassi
Isuzu	Isuzu
Dublad	Imbuto
159	159
107	107
103	103
152	152
240	240
197	197
70	70
Duqa	Sindaco
81	81
69	69
87	87
65	65
66	66
67	67
55	55
34	34
44	44
35	35
64	64
151	151
155	155
50	50
260	260
45	45
49	49
230	230
Zhengzhou	Zhengzhou
154	154
52	52
82	82
84	84
73	73
72	72
62	62
71	71
75	75
74	74
83	83
78	78
77	77
90	90
80	80
91	91
190	190
109	109
53	53
270	270
Madaxweyne	Presidente
63	63
86	86
401	401
99	99
98	98
110	110
137	137
138	138
140	140
130	130
210	210
220	220
Dell	Dell
180	180
158	158
157	157
106)	106
48	48
97	97
Yuumbi	Istiophoridae
56	56
93	93
Alofi	Alofi (città)
57	57
Jamestown	Jamestown (Sant'Elena)
170	170
171	171
172	172
58	58
59	59
139	139
134	134
135	135
96)	96
92	92
133	133
176	176
131	131
Fowdo	Anarchia
Jasiirad Dhuleedka Carabta	Penisola araba
250	250
280	280
290	290
Mindi	Coltello
Masaajid	Moschea
Akon	Akon
Dumnad	Domino (gioco)
174	174
International Standard Book Number	ISBN
132	132
178	178
Luqadaha Tashaadiga	Lingue ciadiche
Drake	Drake (rapper)
Luqadaha Kushiitiga	Lingue cuscitiche
Afguri	Dialetto
95	95
94	94
257	257
Biriq	Fulmine
Gacan	Mano
Luqadaha Omotik	Lingue omotiche
Af-Oromo	Lingua oromo
Caleen	Foglia
Jilaa	Attore
Niue	Niue
Luqadaha Semitiga	Lingue semitiche
Justin Bieber	Justin Bieber
Xusni Mubaarak	Hosni Mubarak
Af-Tigrinya	Lingua tigrina
Af-Tigre	Lingua tigrè
Dhululubo	Cilindro (geometria)
Subag	Burro
Yaasir Carafaat	Yasser Arafat
Fara-ka hadal	Lingua dei segni
136	136
Injiil	Vangelo
Alexander Graham Bell	Alexander Graham Bell
Tasmaniya	Tasmania
Rotterdam	Rotterdam
Saabuun	Sapone
Cabdillahi ibn Cabdi al Mudalib	Abd Allah ibn Abd al-Muttalib
Mošovce	Mošovce
Zeyd Binu Xaaritha	Zayd ibn Haritha
Shakira	Shakira
Jaamacadda Oxford	Università di Oxford
Maxamuud Axmadinajaad	Mahmud Ahmadinejad
CD	Compact disc
Al-Qaacida	Al-Qaida
Maxamed Al-faatex	Maometto II
Jeer	Hippopotamus amphibius
Far	Dito
Furaat	Eufrate
Gacanka Faarsiga	Golfo Persico
Cilmiga bulshada	Scienze sociali
Somaliland	Somaliland
Ciida sanadka cusub	Capodanno
Babaay	Carica papaya
Brisbane	Brisbane
Fiitamiin	Vitamine
Towraad	Torah
Koonfur Joorjiya iyo Koonfurta Jasiiradaha Sanwij	Georgia del Sud e Isole Sandwich Meridionali
Maahmaah	Proverbio
Noemi	Noemi (cantante)
Website	Sito web
Ido	Lingua ido
Sumeer	Sumeri
Kolonbo	Colombo (città)
Dariishad	Finestra
Medina	Medina
Akkadiyaan	Lingua accadica
Booliis	Polizia
UEFA	Union of European Football Associations
Tigris	Tigri
Koonfur Australia (gobol)	Australia Meridionale
Baarlamaan	Parlamento
Maatar	Materia (fisica)
Jaamacadda Cambridge	Università di Cambridge
Fulinta (Dawlad)	Potere esecutivo
Hurdo	Sonno
Neefta	Asma
Doon	Imbarcazione
Queensland	Queensland
Mohammed ali Clay,	Muhammad Ali
Beyoncé Knowles	Beyoncé Knowles
Urur	Insieme
Siligo	Siligo
Riyo	Sogno
Bur	Farina
Dhigaha	Longitudine
Kimikal dibusocod	Reazione chimica
Den Haag	L'Aia
Goriila	Gorilla
Daylight saving time	Ora legale
Daanta galbeed	Cisgiordania
Maraykanka assalkoodii	Nativi americani
Siinaa	Penisola del Sinai
Albaab	Porta
Rihanna	Rihanna
Hargab Doofaar	Influenza suina
Cinjo	Unghia
Ugaadhsi	Caccia
Toshiro Mifune	Toshirō Mifune
Waji	Viso
Aleksander Fileming	Alexander Fleming
Musmaar	Chiodo
Nabi Suleymaan C.S.	Salomone
Yahoo	Yahoo!
AK-47	AK-47
Mowjad	Onda
Dhexroor	Diametro
Bare	Docente
Internet Movie Database	Internet Movie Database
Dalai Lama	Dalai Lama
Jilib (xubin)	Ginocchio
ISO 4217	ISO 4217
Tomas hobis	Thomas Hobbes
Campora San Giovanni	Campora San Giovanni
Jirjiroole	Chamaeleonidae
Cusmaan bin Cafaan	Othmàn ibn Affàn
Jaandi	Lega (metallurgia)
Nafto	Gasolio
Qare	Citrullus lanatus
Toban iyo shan	15 (numero)
Rikter Cabir	Scala Richter
Xamaas	Hamas
Ruhollah Khomeini	Ruhollah Khomeyni
Rajab Dayib Erdogaan	Recep Tayyip Erdoğan
Mug	Volume
Jamaal Cabdinaasir	Gamal Abd el-Nasser
Bluetooth	Bluetooth
Cali	Ali ibn Abi Talib
Marinka Gaza	Striscia di Gaza
Radio Studio 54 Network	Radio Studio 54 Network
Cabitaan	Bevanda
Qoori	Spiaggia
Qabaal	Ellisse
Hobart	Hobart
Dayax Gacmeed	Veicolo spaziale
Doorashada	Elezione
Iskudhufasho	Moltiplicazione
Saxaraha Galbeed	Repubblica Democratica Araba dei Sahrawi
.et	.et
Geeska Afrika	Corno d'Africa
Lisa Gerrard	Lisa Gerrard
Nabi Yaxye C.S.	Giovanni Battista
Jennifer Lopez	Jennifer Lopez
Faraq	Sottrazione
Breda (Netherlands)	Breda (Paesi Bassi)
Shuban	Diarrea
Nancy	Nancy
Honiara	Honiara
PH	PH
Asiyriya	Assiria
Qardhaas	Rombo (geometria)
Xayla Siilaasi	Hailé Selassié
Xalab	Aleppo
Big Ben	Big Ben
Dhererka Mowjadda	Lunghezza d'onda
Nabi Daa'uud C.S.	Davide
Borussia Dortmund	Ballspiel-Verein Borussia 09 Dortmund
Xidido	Radice (botanica)
Mole	Mole
Frank Lampard	Frank Lampard
Qallal	Epilessia
Baqal	Mulo
Garaam	Grammo
Shahaadah	Shahada
Gacanka Cadmeed	Golfo di Aden
Beeraha laalaada	Giardini pensili di Babilonia
Maas	Mosa (fiume)
Khadiija binti Khuweylad	Khadija bint Khuwaylid
Waraabe	Hyaenidae
Sariir	Letto
Madaxwayne kuxigeen	Vicepresidente
Cilmibaadhis	Ricerca scientifica
Faaranhaayt	Grado Fahrenheit
Dhuldaaqsiin	Savana
Dhogor	Lana
Toobin	Cono
Daliban	Talebani
MP3	MP3
Ismaamulka Falastiin	Autorità Nazionale Palestinese
.ke	.ke
Fernando Torres	Fernando Torres
Gar	Barba
Nabi	Profeta
Derbi	Muro (edilizia)
SMS	SMS
Yaxaas	Crocodylidae
Majladda Time	TIME
Dhedig	Femmina (biologia)
Farabadne	Chilopoda
Amedeo Avogadro	Amedeo Avogadro
Shambay	Felis silvestris
Federaalka	Stato federale
Sedex Geesoodka Bermuda	Triangolo delle Bermude
Arjen Robben	Arjen Robben
Xamid Karzai	Hamid Karzai
Lab	Maschio (biologia)
Rey mysterio	Óscar Gutiérrez
Dayax madoobaad	Eclissi lunare
Taxane	Matrice
Kayene	Caienna
John Cena	John Cena
Waran	Lancia (arma)
Busbus	Varicella
Provinces of Argentina	Province dell'Argentina
Garoonka Diyaaradaha ee Bole	Aeroporto di Addis Abeba-Bole
Dadka Berberiga	Berberi
Afganbi	Colpo di Stato
Burcad Badeed	Pirateria
RSS	RSS
Lacagta Meherka	Dote
Barbaroole	Parallelogramma
Leeb	Freccia
Chris Paul	Chris Paul
Awood Socota	Energia cinetica
Koor	Trapezio (geometria)
Qaanso	Arco (arma)
Amiibada	Amoeba
Zlatan Ibrahimović	Zlatan Ibrahimović
GSM	Global System for Mobile Communications
Dhaban	Guancia
Saint-Denis	Saint-Denis (Riunione)
Arsène Wenger	Arsène Wenger
Baabiylooniya	Civiltà babilonese
Muslim	Musulmano
Warqadda aqoonsiga	Documento di identità
Template:Commonscat	Template:Commonscat
Qoorgooye	Meningite
399	399
Iidi Amiin Daada	Idi Amin Dada
Kayseri	Kayseri
CNN	CNN
Drogbaa	Didier Drogba
Dhakhaatiirta Bilaaxuduudaa	Medici senza frontiere
Abwaan	Poeta
Manchester city	Manchester City Football Club
Ilaahay	Troms
John Dramani Mahama	John Dramani Mahama
Luqada Masaarida	Lingua egizia
Anatooliya	Anatolia
Nabi Ciise	Gesù nell'islam
Cudurka Ebola	Malattia da virus Ebola
Template:Taxobox	Template:Tassobox
Carly Rae Jepsen	Carly Rae Jepsen
Toyota	Toyota
Osmose	Osmosi
Af-Hawsa	Lingua hausa
Saxan	Piatto (stoviglia)
Mwai Kibaki	Mwai Kibaki
Jalaal Daalabaani	Jalal Talabani
Ismaaciil Cumar Geelle	Ismail Omar Guelleh
Nuur Al-Maliki	Nuri al-Maliki
Dileita Maxamed Dileita	Dileita Mohamed Dileita
Mark Rutte	Mark Rutte
Cumar Cabdirashiid Cali Sharmaarke	Omar Abdirashid Ali Sharmarke
Axmed Dafutoglu	Ahmet Davutoğlu
Robinho	Robinho
Bada Carbeed	Mar Arabico
Dhircun	Erbivoro
Calanka Denmark	Bandiera della Danimarca
Jay-Z	Jay-Z
Yuusuf Alqardaawi	Yusuf al-Qaradawi
Sahel	Sahel
Henry Kissinger	Henry Kissinger
Abu Hurayra	Abu Hurayra
Flums	Flums
Nabi Aadam C.S.	Adamo
Diego Milito	Diego Milito
Abti	Zio
Ilmo adeer	Cugino
Shumac	Candela (illuminazione)
Wikipedia:Sharaxaada Maqaalada Xulka Ah	Wikipedia:Vetrina/Segnalazioni
Wikipedia:Sharaxaada Maqaalada Cusub	Wikipedia:Voci di qualità/Segnalazioni
Dhalo	Bottiglia
Raqay	Tamarindus indica
Shabeelada Tamil	Tigri Tamil
Qaangaadh	Adulto
Enjerneer	Ingegnere
Gacanka Caqaba	Golfo di Aqaba
KwaZulu-Natal Province	KwaZulu-Natal
Hilibcun	Carnivoro
AFC Ajax	Amsterdamsche Football Club Ajax
Qaado	Cucchiaio
VOIP	Voice over IP
Jibriil	Arcangelo Gabriele
Astaamayn	Punteggiatura
Taksi	Taxi
Soqotra	Socotra
Timor	Timor
Almere	Almere
Xoor-dubbur	Mephitidae
Dooli	Mus musculus
Suul	Pollice (dito)
Mesut ozil	Mesut Özil
Ukun	Uovo (alimento)
HyperText	Ipertesto
Xeeb	Costa
Ibb	Ibb
Lobamba	Lobamba
Walxaha	Periodo della tavola periodica
Magarete2	Margherita II di Danimarca
Calanka jabuuti	Bandiera di Gibuti
Xareed	Acqua dolce
Calanka Suudaan	Bandiera del Sudan
Daanyeer	Hominoidea
Sodium Hydroxide	Idrossido di sodio
Xoolo	Bestiame
Cirid	Gengiva
Chalcogen	Elementi del gruppo 16
Tufaax	Malus
Shakaal	Ipotenusa
Biniktojiin	Gruppo dell'azoto
Lambedusa	Isola di Lampedusa
Manuel Neuer	Manuel Neuer
Jalmad	Bollitore
Eris	Eris
Wiz Khalifa	Wiz Khalifa
Agool	Forfora
Barfasoor	Professore
Maydhax	Xilema
Dhax kujir	Stato senza sbocco al mare
Andalus	Al-Andalus
Sako	Zakat
Dhadhan	Gusto
ICAO	Organizzazione internazionale dell'aviazione civile
.so	.so
Western Cape Province	Provincia del Capo Occidentale
Mario Balotelli	Mario Balotelli
Qiiq	Fumo
Eastern Cape Province	Provincia del Capo Orientale
Cerebellum	Cervelletto
Haaruun Alrashiid	Hārūn al-Rashīd
Kaftan	Barzelletta
Funaanad	Maglietta
Tangent	Tangente (geometria)
Niisaabuur	Nishapur
Khilaafada Islaamka	Califfato
Cadan	Aden
Het Wilhelmus	Het Wilhelmus
Universidade Federal de Minas Gerais	Università federale di Minas Gerais
Mpumalanga Province	Mpumalanga
Northern Cape Province	Provincia del Capo Settentrionale
Mamawdsaw	Mamoudzou
Gauteng Province	Gauteng
Lug	Zampa
Cagaarshow	Ittero
Du gamla, Du fria	Du gamla, du fria
Shaydaanimo	Satanismo
Canuuni	Durian
Limpopo Province	Provincia del Limpopo
LG	LG Group
Ogaden	Ogaden
Alexandre Pato	Alexandre Pato
Wabiga Jubba	Giuba (fiume)
Wabiga Shabeelle	Uebi Scebeli
Masago	Mallotus villosus
Marsho	Ingranaggio
Saynab bint Khuzayma	Zaynab bint Khuzayma
Saynab bint Jahsh	Zaynab bint Jahsh
Nabi Yuusuf	Giuseppe (patriarca)
One Direction	One Direction
Mille	Solvente
Ajay Devgan	Ajay Devgn
Herpesviruses	Herpesviridae
Degmo	Distretto
Tomahok (gantaal)	BGM-109 Tomahawk
Dambas	Cenere
Eduard Douwes Dekker	Multatuli
Yuusuf Islaam	Cat Stevens
Kiyaawe	Chiave (meccanica)
Awood Kaydsan	Energia potenziale
Chris Brown	Chris Brown
Universidade Estadual de Feira de Santana	Università di Stato di Feira de Santana
Aadan Cabdulle Cusmaan	Aden Abdulla Osman
Saylac	Zeila
Anopheles	Anopheles
Malawad	Retto
Universidade Federal da Bahia	Università federale di Bahia
Centro Federal de Educação Tecnológica de Minas Gerais	Centro Federal de Educação Tecnológica de Minas Gerais
Calanka Soomaaliya	Bandiera della Somalia
Dhuuso	Flatulenza
Free State Province	Free State
Oorfane	Orfanotrofio
Ubuc	Tronco (anatomia)
Meles Zenawi	Meles Zenawi
Nicki Minaj	Nicki Minaj
Wahaabi	Wahhabismo
Diffusion	Diffusione di materia
DDT	DDT (insetticida)
Cadnaan Oktaar	Adnan Oktar
Dheddin	Commiphora myrrha
Ibrahim Affelay	Ibrahim Afellay
Angry Birds	Angry Birds (serie)
Daango	Pop corn
Aadaan	Adhān
Usher	Usher
Hummaag noqod	Riflessione (fisica)
North West Province	Provincia del Nordovest (Sudafrica)
Lelystad	Lelystad
Midabada Asaasiga	Colore primario
Isnidaamis	Scabbia
Daaf	Congiuntivite
Abkow	Nonno
CAF	Confédération Africaine de Football
Hargeysa	Hargheisa
Nabiyada Islaamka	Profeti dell'islam
Xijaas	Hegiaz
Filibs	Philips
Kaliber	Calibro (armi)
Geed Hindi	Azadirachta indica
Jidh	Corpo (anatomia)
Qosol	Risata
Nektar	Nettare (botanica)
Mount kenya	Monte Kenya
Uunsi	Franchincenso
Jomo Kenyatta	Jomo Kenyatta
Gacan (Joomitiri)	Raggio (geometria)
Centimetre	Centimetro
Millimeter	Millimetro
Baadiye	Campagna
Fasuul Cabdalla Maxamed	Fazul Abdullah Mohammed
Portal:Taariikh	Portale:Storia
Hunguriga neefta	Trachea
Bowdo	Femore
Qaamo-qashiir	Parotite epidemica
Tiirarka Islaamka	Cinque pilastri dell'Islam
Fanaan	Cantante
Huulaaku Khan	Hulagu Khan
Dhuxul	Carbone vegetale
Shansho	Tibia (anatomia)
Saac (faah faahin)	Orologio da polso
Soon	Sawm
Alchemist(Buug)	L'alchimista (Coelho)
The Notorious B.I.G.	The Notorious B.I.G.
Sanab	Statua
Saadiyom bicarbonate	Bicarbonato di sodio
Nabi Ayuub C.S.	Giobbe
Fatima bint Muxamed	Fatima bint Muhammad
Baras	Vitiligine
Sumad xisaabed	Glossario della simbologia matematica
Ricir	Vertebra
Qol	Stanza (architettura)
Dhado	Umidità
Curiye	Elemento
Mucaawiye bin Abii Sufyaan	Mu'awiya ibn Abi Sufyan
Xasan Nasrallaah	Hassan Nasrallah
Mahathir Bin Maxamed	Mahathir Mohamad
Bidaar	Alopecia androgenetica
Aafda tahriibka	Traffico di esseri umani
KLM	KLM
Johan Rudolph Thorbecke	Johan Rudolph Thorbecke
Gabareey-maanyo	Sirena
Mitsubishi	Mitsubishi
Cashuura	Ashura
Memory card	Scheda di memoria
Daxal	Ruggine
Will.i.am	Will.i.am
Saxaro	Letame
Gaamur	Catrame
UFC	Ultimate Fighting Championship
Pitbull	Pitbull (rapper)
Aayad	Ayat
Tariikhda Shiikh Axmed Yaasiin	Ahmed Yassin
Saxaabi	Sahaba
Xaas	Moglie
Gows	Molare
Shanbal	Piatto (strumento musicale)
Harar	Harar
Dhismaha websiteka	Web design
Golcas	Gazella
Abuu Xaniifa	Abu Hanifa al-Nu'man
Ammonium	Ammonio
Session Initiation Protocol	Session Initiation Protocol
Salafiya	Salafismo
Berbera	Berbera
Botka internetka	Bot
Bergen op Zoom	Bergen op Zoom
Mengista Xayle Maryam	Menghistu Hailè Mariàm
Mowliidka Nebiga	Mawlid
Ciraaqi Diinaar	Dinaro iracheno
Adenoviridae	Adenoviridae
Daniel arap Moi	Daniel Toroitich arap Moi
Nabi Huud	Hud (profeta)
Ne-Yo	Ne-Yo
Sin	Anca
Rajab	Rajab
Axmed Binu Xambal	Ahmad ibn Hanbal
Sheybaar	Microscopio
Peso (Arjantiina)	Peso argentino
Yamanta Koonfureed	Repubblica Democratica Popolare dello Yemen
Assur	Assur (sito archeologico)
Decimetre	Decimetro
Sean paul	Sean Paul
Calanka somaliland	Bandiera del Somaliland
Soomaali Galbeed	Regione dei Somali
Shilin Kiinyaati	Scellino keniota
Astaannta Qaranka ee Soomaaliya	Stemma della Somalia
Astaannta Qaranka ee Imaaraatka	Stemma degli Emirati Arabi Uniti
Federaaliisim	Federalismo
Biomolikule	Biomolecola
Nabi Alyasac C.S.	Eliseo (profeta)
Birr	Birr etiope
Jaad	Catha edulis
Cows	Prato rasato
S-block	Elementi del blocco s
Dab Damis	Autopompa
SliTaz	SliTaz
Maxamed Siyaad Barre	Mohammed Siad Barre
Salo	Salo
Ívi Adámou	Īvī Adamou
Cafar	Afar (popolo)
Saliid Macsaro	Olio di semi di sesamo
Cumar Mukhtaar	Omar al-Mukhtar
Seey	Marito
Angalool	Conchiglia
Flo Rida	Flo Rida
Eden Hazard	Eden Hazard
T.I.	T.I.
Budhcad badeeda geeska afrika	Pirateria somala
Ayaan Xirsi Cali	Ayaan Hirsi Ali
P-block	Elementi del blocco p
F-block	Metalli del blocco f
Cabdullaahi Yuusuf Axmed	Abdullahi Yusuf Ahmed
Ururka Dawladaha aan la aqoonsan Wali	Organizzazione delle nazioni e dei popoli non rappresentati
Qof	Persona (filosofia)
Darawal	Chauffeur
Addimo-yaqaan	Ortopedia
Dhul (dhulka lagu socdo)	Pavimento
Faysal Bin Cabdil Caziiz	Faysal dell'Arabia Saudita
Wadar	Sommatoria
Qormo saynis	Notazione scientifica
C.H	BC
Adam Levine	Adam Levine
Al-Faatixa	Al-Fātiḥa
Al-Baqara	Al-Baqara
Hogaamiye Kooxeed	Signore della guerra
T-pain	T-Pain
Anggun	Anggun
Carlos the Jackal	Ilich Ramírez Sánchez
Fatima	Fatima
Mombaaso	Mombasa
Alexa Internet	Alexa
Sheekh Xasan Albanaa	Hasan al-Banna
Daariq ibn Ziyaad	Tariq ibn Ziyad
Seed	Tendine
Al-Ikhlas	Al-Ikhlāṣ
Suurad	Sura
Xadiis	Hadíth
Sunna	Sunna
Allaah	Allah
Salaad	Ṣalāt
Xaj	Hajj
Malag	Angelo
Astaannta Qaranka ee Kolombiya	Stemma della Colombia
Xisbiga shacabka iyo xoriyada Holalnd	Partito Popolare per la Libertà e la Democrazia
Qeshm	Qeshm
Bukhaari	Bukhari
Dadka Soomaaliyeed	Somali (gruppo etnico)
Haumea	Haumea
Dagaalkii sokeeye ee Soomaaliya	Guerra civile in Somalia
Jason Derulo	Jason Derülo
Macrakadii Ceyn Jaaluut	Battaglia di Ayn Jalut
Akkad	Akkad (disambigua)
FIFA	Fédération Internationale de Football Association
Uumi	Vapore
Iman model	Iman (modella)
Amina bint Wahb	Amina bint Wahb
Maryama al-Qibtiyya	Marya al-Qibtiyya
Xafsa bint Cumar	Hafsa bint Umar
Laf	Osso
Wayne Rooney	Wayne Rooney
Al Hudaydah	Al-Hudayda
Sheekh Shariif Axmed	Sharif Sheikh Ahmed
Kismaayo	Chisimaio
Beydaan	Terminalia catappa
R. Kelly	R. Kelly
Fool	Incisivo
Lacey Duvalle	Lacey Duvalle
Jaamacada Ummada Soomaaliyeed	Università nazionale somala
Saaxil	Saaxil
Dhul Udug	Paese di Punt
Bakool	Bakool
Nabi Yacquub C.S.	Giacobbe
Mariana Ximenes	Mariana Ximenes
Zubeyr bin Cawaam R.C	Al-Zubayr ibn al-Awwam
Imaam Nawawi	Al-Nawawi
Imaamu Shaafici	Muhammad ibn Idris al-Shafi'i
Demba Ba	Demba Ba
Xasan Guuleed Abtidoon	Hassan Gouled Aptidon
K'naan	K'naan
Greyson Chance	Greyson Chance
Cabdul-Qadir Jilani	Abd al-Qadir al-Gilani
Cabdi Bile Cabdi	Abdi Bile
Cabdiqaasim Salaad Xassan	Abdiqasim Salad Hassan
Cabdirashiid Cali Sharma'arke	Abdirashid Ali Shermarke
Al-Shabaab	Al-Shabaab
Al Mahwit	Al Mahwit
Al Mukalla	Al-Mukalla
Sheekh Yaasir Al-Xabiib	Yasser Al-Habib
Imaam Maalik	Malik ibn Anas
Cody Simpson	Cody Simpson
Madfac	Granata (arma)
Dagaalkii xoraynta ogaden	Guerra dell'Ogaden
Oromo	Oromo
Xasan Sheekh Maxamuud	Hassan Sheikh Mohamud
Rodolfo Graziani	Rodolfo Graziani
Maxamed Faarax Caydiid	Mohammed Farah Aidid
Biyo baxa deg dega ah	Eiaculazione precoce
Dhulka Talyaaniga ee Soomaaliya	Somalia Italiana
Saytuun	Psidium
Trey songz	Trey Songz
Macawiis	Sarong
Nuuraddin Faarax	Nuruddin Farah
Compaq	Compaq
Nabi Saalax	Salih
Unimog	Unimog
Nabi Idriis	Idris (islam)
Tooreey	Lama (oggetto)
Boosaaso	Bosaso
Dowladda federaalka kumeelgaarka	Governo federale di transizione
Nabi Dulkifli	Dhu l-Kifl
Abu Bakr	Abū Bakr
Abuu Sufyaan	Abu Sufyan
Imaam Axmed Guray	Ahmad ibn Ibrihim al-Ghazi
IHH	Insani Yardim Vakfi
